"","metric","ThresholdNAT_Lower","ThresholdNAT_Upper","ThresholdNATMed_Lower","ThresholdNATMed_Upper","ThresholdNATLow_Lower","ThresholdNATLow_Upper","ThresholdNATHigh_Lower","ThresholdNATHigh_Upper","ThresholdHB_Lower","ThresholdHB_Upper","ThresholdSB0_Lower","ThresholdSB0_Upper","ThresholdSB2_Lower","ThresholdSB2_Upper","n","Index","Hydro_endpoint","SmoothingFunc","Quantile"
"1","csci_DS_Mag_50_3_0.99",NA,54.5601934240486,NA,54.5601934240486,NA,74.7121810098006,NA,38.1918151840456,NA,69.6737079707778,NA,55.8195195707696,NA,59.5976576826572,14141,"csci","DS_Mag_50",3,"0.99"
"2","csci_FA_Mag_3_0.99",NA,338.97913940285,NA,338.97913940285,NA,592.342281962065,NA,216.314000561783,NA,506.419597087364,NA,350.169425548613,NA,385.98747367209,11590,"csci","FA_Mag",3,"0.99"
"3","csci_Peak_10_3_0.99",-19661.4724726904,NA,-19661.4724726904,NA,NA,NA,-13489.0801462488,NA,NA,NA,-20138.216962255,NA,-21569.4584982304,NA,17273,"csci","Peak_10",3,"0.99"
"4","csci_Peak_2_3_0.99",NA,NA,NA,NA,NA,NA,-4730.24353233461,NA,NA,NA,NA,NA,NA,NA,17980,"csci","Peak_2",3,"0.99"
"5","csci_Peak_5_3_0.99",NA,NA,NA,NA,NA,NA,-9209.30359927066,NA,NA,NA,NA,NA,NA,NA,18999,"csci","Peak_5",3,"0.99"
"6","csci_SP_Mag_3_0.99",NA,NA,NA,NA,NA,NA,NA,2075.08646690406,NA,NA,NA,NA,NA,NA,14103,"csci","SP_Mag",3,"0.99"
"7","csci_Wet_BFL_Mag_10_3_0.99",-87.1729065659198,56.0749666652371,-87.1729065659198,56.0749666652371,NA,71.6387631521523,-72.7037390852693,42.7288224439725,NA,67.791213736191,-88.2734849062324,57.0668952667418,NA,60.0221845942562,79019,"csci","Wet_BFL_Mag_10",3,"0.99"
"8","csci_Wet_BFL_Mag_50_3_0.99",NA,NA,NA,NA,NA,NA,-363.510594465674,NA,NA,NA,NA,NA,NA,NA,143499,"csci","Wet_BFL_Mag_50",3,"0.99"
"9","csci_Q99_3_0.99",-16043.9261633112,NA,-16043.9261633112,NA,-27261.6336022437,NA,-10152.763475178,NA,-23676.4648518244,NA,-16572.5239314448,NA,-18250.6404159771,NA,33828,"csci","Q99",3,"0.99"
"10","csci_DS_Mag_50_3_0.9",NA,23.4179635249314,NA,23.4179635249314,NA,43.0939737450911,NA,11.6826444331461,NA,37.3070255016602,NA,24.4333732985276,NA,27.6093792155291,14141,"csci","DS_Mag_50",3,"0.9"
"11","csci_FA_Mag_3_0.9",NA,219.403589860726,NA,219.403589860726,NA,392.148420222038,NA,113.995668014705,NA,341.971645199842,NA,228.46882701406,NA,256.729805468283,11590,"csci","FA_Mag",3,"0.9"
"12","csci_Peak_10_3_0.9",-13304.2807330348,NA,-13304.2807330348,NA,-21213.2845549202,NA,-6878.27813468275,NA,-19236.0289501204,NA,-13798.5915479555,NA,-15281.5259593596,NA,17273,"csci","Peak_10",3,"0.9"
"13","csci_Peak_2_3_0.9",-5618.63585470342,NA,-5618.63585470342,NA,NA,NA,-2245.76056434307,NA,NA,NA,-5989.61627929384,NA,-7216.73409817802,NA,17980,"csci","Peak_2",3,"0.9"
"14","csci_Peak_5_3_0.9",-13372.3951583415,NA,-13372.3951583415,NA,NA,NA,-5161.04903632828,NA,NA,NA,-14420.957162132,NA,-18329.2837874909,NA,18999,"csci","Peak_5",3,"0.9"
"15","csci_SP_Mag_3_0.9",NA,2173.81217636572,NA,2173.81217636572,NA,NA,NA,1492.1713091058,NA,NA,NA,2223.48442765545,NA,NA,14103,"csci","SP_Mag",3,"0.9"
"16","csci_Wet_BFL_Mag_10_3_0.9",-76.5365070433534,39.1420447175245,-76.5365070433534,39.1420447175245,NA,55.8991960932796,-58.9227474662636,23.7228084333175,NA,51.845641030624,-77.8147555882538,40.2415934629253,-81.6211813805055,43.4889783838586,79019,"csci","Wet_BFL_Mag_10",3,"0.9"
"17","csci_Wet_BFL_Mag_50_3_0.9",NA,156.58034678528,NA,156.58034678528,NA,NA,-289.272926063272,89.3313195009203,NA,NA,NA,161.534018686248,NA,176.296584096034,143499,"csci","Wet_BFL_Mag_50",3,"0.9"
"18","csci_Q99_3_0.9",-11207.6495390352,NA,-11207.6495390352,NA,-21300.4009822566,NA,-5369.64402414703,NA,-18219.764031761,NA,-11710.6555819204,NA,-13288.281742162,NA,33828,"csci","Q99",3,"0.9"
"19","csci_DS_Mag_50_3_0.7",NA,11.6057646195881,NA,11.6057646195881,NA,28.8576868932191,NA,0.497254102922651,NA,23.9488071188946,NA,12.5362163508877,NA,15.4172064518808,14141,"csci","DS_Mag_50",3,"0.7"
"20","csci_FA_Mag_3_0.7",NA,95.0701102510315,NA,95.0701102510315,NA,232.471508020169,NA,5.24972861298766,NA,193.817761236356,NA,102.563968891827,NA,125.729087215079,11590,"csci","FA_Mag",3,"0.7"
"21","csci_Peak_10_3_0.7",-6561.53723768435,NA,-6561.53723768435,NA,-15361.3557848449,NA,NA,588.318840225952,-13161.4015213234,NA,-7111.52602875842,NA,-8761.49228430815,NA,17273,"csci","Peak_10",3,"0.7"
"22","csci_Peak_2_3_0.7",-3588.46927925079,NA,-3588.46927925079,NA,-7347.40666606648,NA,NA,475.249544845818,-6451.25663128428,NA,-3844.7281114309,NA,-4588.43243870432,NA,17980,"csci","Peak_2",3,"0.7"
"23","csci_Peak_5_3_0.7",-6466.0273392774,NA,-6466.0273392774,NA,-15169.8535288617,NA,NA,605.820021456929,-12993.8958442034,NA,-7010.01604862345,NA,-8641.9825737682,NA,18999,"csci","Peak_5",3,"0.7"
"24","csci_SP_Mag_3_0.7",-548.269197226862,1013.47957004782,-548.269197226862,1013.47957004782,-1109.10477158737,1467.11124858802,NA,NA,-974.135521388959,1365.45286569381,-586.59594112934,1046.97085400975,-697.119099085744,1141.65532187535,14103,"csci","SP_Mag",3,"0.7"
"25","csci_Wet_BFL_Mag_10_3_0.7",-52.5425972240162,24.3898116437426,-52.5425972240162,24.3898116437426,-75.3426298986729,46.0584734755961,-4.99046933609756,NA,-70.0241902322252,41.0244341507266,-54.1451803925688,25.9070231568114,-58.7471634140452,30.2792205039548,79019,"csci","Wet_BFL_Mag_10",3,"0.7"
"26","csci_Wet_BFL_Mag_50_3_0.7",-254.636028866602,75.0191865177953,-254.636028866602,75.0191865177953,-342.582132743752,154.607717859549,-12.299402075815,NA,-321.673010598204,135.620675764832,-260.648283011783,80.3905363151958,-278.086733886029,96.067774265802,143499,"csci","Wet_BFL_Mag_50",3,"0.7"
"27","csci_Q99_3_0.7",-5371.63386923852,NA,-5371.63386923852,NA,-14323.1153369458,NA,NA,380.098873152536,-11721.7620353368,NA,-5848.7079311471,NA,-7325.29999413045,NA,33828,"csci","Q99",3,"0.7"
"28","csci_DS_Mag_50_3_0.5",NA,0.377080883645973,NA,0.377080883645973,NA,16.1192187096035,-10.738608581134,NA,NA,11.8283114823338,NA,1.2734035577449,NA,4.01425761411603,14141,"csci","DS_Mag_50",3,"0.5"
"29","csci_FA_Mag_3_0.5",NA,6.2417796320605,NA,6.2417796320605,NA,155.408527299431,-99.4390270806194,NA,NA,114.756783272325,NA,14.7397993099962,NA,40.7140804608369,11590,"csci","FA_Mag",3,"0.5"
"30","csci_Peak_10_3_0.5",NA,1222.22394163776,NA,1222.22394163776,-8876.53476465113,NA,NA,NA,-6351.84450759589,NA,NA,591.05168600812,-1302.46518600079,NA,17273,"csci","Peak_10",3,"0.5"
"31","csci_Peak_2_3_0.5",NA,NA,NA,NA,-5259.98320196458,NA,NA,NA,-4352.97092888883,NA,NA,NA,-1524.17694308171,NA,17980,"csci","Peak_2",3,"0.5"
"32","csci_Peak_5_3_0.5",NA,1575.59991867045,NA,1575.59991867045,-9325.05192854174,NA,NA,NA,-6599.88887926086,NA,NA,894.309201199677,-1149.56296333937,NA,18999,"csci","Peak_5",3,"0.5"
"33","csci_SP_Mag_3_0.5",NA,NA,NA,NA,-748.897767180011,1092.7243075442,NA,NA,-568.756318518281,944.164761566672,NA,NA,-85.6991406779058,509.035491659901,14103,"csci","SP_Mag",3,"0.5"
"34","csci_Wet_BFL_Mag_10_3_0.5",NA,NA,NA,NA,-58.7284151624427,30.6716548810866,NA,NA,-51.6598928817565,23.9354309518515,-4.4170877402447,NA,-33.5936758944186,7.05723179371478,79019,"csci","Wet_BFL_Mag_10",3,"0.5"
"35","csci_Wet_BFL_Mag_50_3_0.5",-27.0696829355192,NA,-27.0696829355192,NA,-278.602714581108,94.8738106721664,NA,NA,-251.7535182298,70.9242452676224,-13.9966711928522,NA,-187.506157384295,15.1411128784202,143499,"csci","Wet_BFL_Mag_50",3,"0.5"
"36","csci_Q99_3_0.5",NA,NA,NA,NA,-7783.37901430611,NA,NA,NA,-5330.60173663222,NA,NA,727.781591298648,-872.543780391899,NA,33828,"csci","Q99",3,"0.5"
"37","csci_DS_Mag_50_3_0.1",NA,NA,NA,NA,-21.7776351846008,NA,NA,NA,-28.0413621748945,NA,NA,NA,NA,NA,14141,"csci","DS_Mag_50",3,"0.1"
"38","csci_FA_Mag_3_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11590,"csci","FA_Mag",3,"0.1"
"39","csci_Peak_10_3_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17273,"csci","Peak_10",3,"0.1"
"40","csci_Peak_2_3_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17980,"csci","Peak_2",3,"0.1"
"41","csci_Peak_5_3_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18999,"csci","Peak_5",3,"0.1"
"42","csci_SP_Mag_3_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14103,"csci","SP_Mag",3,"0.1"
"43","csci_Wet_BFL_Mag_10_3_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79019,"csci","Wet_BFL_Mag_10",3,"0.1"
"44","csci_Wet_BFL_Mag_50_3_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143499,"csci","Wet_BFL_Mag_50",3,"0.1"
"45","csci_Q99_3_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33828,"csci","Q99",3,"0.1"
"46","csci_DS_Mag_50_3_0.3",-10.649014519751,NA,-10.649014519751,NA,NA,3.32529983316545,-21.2297569758405,NA,-0.341088712627171,NA,-9.81702384726031,NA,-7.29744389934297,NA,14141,"csci","DS_Mag_50",3,"0.3"
"47","csci_FA_Mag_3_0.3",-113.917399768001,NA,-113.917399768001,NA,NA,43.9439906683574,NA,NA,NA,2.58880522781781,-104.478845645668,NA,-75.9410555266404,NA,11590,"csci","FA_Mag",3,"0.3"
"48","csci_Peak_10_3_0.3",NA,NA,NA,NA,-440.078228931037,NA,NA,NA,NA,1855.66958317577,NA,7945.44158005121,NA,6294.11701431671,17273,"csci","Peak_10",3,"0.3"
"49","csci_Peak_2_3_0.3",NA,NA,NA,NA,-706.385684874032,NA,NA,NA,NA,NA,NA,NA,NA,NA,17980,"csci","Peak_2",3,"0.3"
"50","csci_Peak_5_3_0.3",NA,NA,NA,NA,-197.595094883753,NA,NA,NA,NA,3145.15030581297,NA,NA,NA,NA,18999,"csci","Peak_5",3,"0.3"
"51","csci_SP_Mag_3_0.3",NA,NA,NA,NA,NA,96.6125552473817,NA,NA,NA,NA,NA,NA,NA,NA,14103,"csci","SP_Mag",3,"0.3"
"52","csci_Wet_BFL_Mag_10_3_0.3",NA,NA,NA,NA,-30.4031878543489,4.31177565031325,NA,NA,NA,NA,NA,NA,NA,NA,79019,"csci","Wet_BFL_Mag_10",3,"0.3"
"53","csci_Wet_BFL_Mag_50_3_0.3",NA,NA,NA,NA,-179.821632651998,5.13628358519251,NA,NA,-75.6111866240598,NA,NA,NA,NA,NA,143499,"csci","Wet_BFL_Mag_50",3,"0.3"
"54","csci_Q99_3_0.3",NA,NA,NA,NA,NA,65.215846094664,NA,NA,NA,NA,NA,NA,NA,NA,33828,"csci","Q99",3,"0.3"
"55","csci_DS_Mag_50_6_0.99",NA,50.1982431901181,NA,50.1982431901181,NA,74.1483918765301,NA,34.0029870426871,NA,67.7590841002553,NA,51.5640291054715,NA,55.7695048502779,14141,"csci","DS_Mag_50",6,"0.99"
"56","csci_FA_Mag_6_0.99",NA,266.850797992599,NA,266.850797992599,NA,416.206080447121,NA,193.609017280151,NA,360.220227514184,NA,273.215967940966,NA,293.327738424585,11590,"csci","FA_Mag",6,"0.99"
"57","csci_Peak_10_6_0.99",-20316.5021729831,NA,-20316.5021729831,NA,-24395.7654401975,NA,-15517.8225243692,NA,-23429.5517459738,NA,-20597.5291808384,NA,-21409.877034993,NA,17273,"csci","Peak_10",6,"0.99"
"58","csci_Peak_2_6_0.99",NA,NA,NA,NA,NA,NA,-3053.05080199026,NA,NA,NA,NA,NA,NA,NA,17980,"csci","Peak_2",6,"0.99"
"59","csci_Peak_5_6_0.99",-21187.41259618,NA,-21187.41259618,NA,NA,NA,-15007.1133299017,NA,NA,NA,-21713.7572775799,NA,NA,NA,18999,"csci","Peak_5",6,"0.99"
"60","csci_SP_Mag_6_0.99",NA,NA,NA,NA,NA,NA,-728.578470395347,NA,NA,NA,NA,NA,NA,NA,14103,"csci","SP_Mag",6,"0.99"
"61","csci_Wet_BFL_Mag_10_6_0.99",NA,55.8522897281053,NA,55.8522897281053,NA,71.1648063318078,-74.8242440345468,42.9417841552724,NA,67.3674296367442,NA,56.8226185198875,NA,59.7196426074102,79019,"csci","Wet_BFL_Mag_10",6,"0.99"
"62","csci_Wet_BFL_Mag_50_6_0.99",NA,NA,NA,NA,NA,NA,-344.894519243049,NA,NA,NA,NA,NA,NA,NA,143499,"csci","Wet_BFL_Mag_50",6,"0.99"
"63","csci_Q99_6_0.99",-26103.3966019818,NA,-26103.3966019818,NA,-40528.9084272958,NA,-6158.21282166043,NA,-37306.472039858,NA,-27217.2596236382,NA,-30274.3873307821,NA,33828,"csci","Q99",6,"0.99"
"64","csci_DS_Mag_50_6_0.9",NA,17.3823064933466,NA,17.3823064933466,NA,63.601824752228,NA,9.66372150423761,NA,31.9411933218932,NA,18.1076789317579,NA,20.5175474047462,14141,"csci","DS_Mag_50",6,"0.9"
"65","csci_FA_Mag_6_0.9",-208.494416251457,194.293317759518,-208.494416251457,194.293317759518,NA,277.065700853834,-139.636347661812,130.892505943503,NA,254.778936999254,-213.574298699857,199.128525975065,NA,213.775871820229,11590,"csci","FA_Mag",6,"0.9"
"66","csci_Peak_10_6_0.9",-15167.0124806902,NA,-15167.0124806902,NA,-22158.7060463364,NA,-5395.2918334067,NA,-20570.0201836373,NA,-15691.5545657655,NA,-17147.0912188274,NA,17273,"csci","Peak_10",6,"0.9"
"67","csci_Peak_2_6_0.9",-2649.0623177306,NA,-2649.0623177306,NA,NA,NA,-1574.7826272538,1760.6787536025,NA,NA,-2757.64261985738,NA,-3143.01296292489,NA,17980,"csci","Peak_2",6,"0.9"
"68","csci_Peak_5_6_0.9",-17747.5977294914,NA,-17747.5977294914,NA,-20233.2483410441,NA,-2154.9127306521,5441.07251037704,-19592.1294997017,NA,-17897.004349022,NA,-18349.1579455416,NA,18999,"csci","Peak_5",6,"0.9"
"69","csci_SP_Mag_6_0.9",-721.220121068734,NA,-721.220121068734,NA,NA,NA,-408.374993763618,561.936856486003,NA,NA,-750.195813273686,NA,-846.130762459103,NA,14103,"csci","SP_Mag",6,"0.9"
"70","csci_Wet_BFL_Mag_10_6_0.9",-66.8273124673257,27.8856539771078,-66.8273124673257,27.8856539771078,NA,43.3056928268613,-31.8669760644323,18.0180102774989,NA,38.762427370764,-71.912910491221,28.6872754097472,NA,31.1787077065566,79019,"csci","Wet_BFL_Mag_10",6,"0.9"
"71","csci_Wet_BFL_Mag_50_6_0.9",NA,135.97230491117,NA,135.97230491117,NA,192.458860247856,-297.913801155415,85.2773710948554,NA,178.611524844809,NA,139.624950988735,NA,150.450672963849,143499,"csci","Wet_BFL_Mag_50",6,"0.9"
"72","csci_Q99_6_0.9",-14545.7937646877,NA,-14545.7937646877,NA,-35258.2367650105,NA,-3722.46834715253,NA,-31058.7691862898,NA,-16412.7477013918,NA,-21177.6370470838,NA,33828,"csci","Q99",6,"0.9"
"73","csci_DS_Mag_50_6_0.7",-22.8232389824085,9.56617262081523,-22.8232389824085,9.56617262081523,NA,19.3797080561423,-14.4056298190832,2.0294728309096,NA,16.4836138666371,-23.3746358079912,10.1010670412172,-24.9972762466866,11.7263813907041,14141,"csci","DS_Mag_50",6,"0.7"
"74","csci_FA_Mag_6_0.7",-128.690107064627,89.6234358323856,-128.690107064627,89.6234358323856,-187.645720705202,169.310748953851,-55.844133518019,16.9991049086498,-173.823683524065,147.338503751678,-132.791796879324,94.2545919912045,-144.621789272017,108.159077717431,11590,"csci","FA_Mag",6,"0.7"
"75","csci_Peak_10_6_0.7",-2764.73412556809,5518.37595808859,-2764.73412556809,5518.37595808859,-16374.8827222253,7106.28052303785,-191.276029593522,3827.84928750624,-15489.0411729013,6727.32886713626,-3068.34358138472,5625.81559266307,-13598.1702609432,5938.91728732534,17273,"csci","Peak_10",6,"0.7"
"76","csci_Peak_2_6_0.7",-2245.63533743993,1631.75199482251,-2245.63533743993,1631.75199482251,-4761.6341863196,NA,-113.833092222159,NA,-3779.13652500657,NA,-2344.68107867302,1753.00101896921,-2659.19104374779,2118.92243633789,17980,"csci","Peak_2",6,"0.7"
"77","csci_Peak_5_6_0.7",-13893.3786828576,NA,-13893.3786828576,NA,-19093.6835077328,NA,-586.197575619498,3442.96933237269,-17838.5956077284,NA,-14270.0090140025,NA,-15315.0897401109,NA,18999,"csci","Peak_5",6,"0.7"
"78","csci_SP_Mag_6_0.7",-139.972416038168,296.463152533608,-139.972416038168,296.463152533608,-304.251546717139,483.604402391196,NA,32.6863657519821,-261.742582337506,423.488392550797,-150.311276487214,306.035921271152,-180.815488710113,335.120923352862,14103,"csci","SP_Mag",6,"0.7"
"79","csci_Wet_BFL_Mag_10_6_0.7",-15.281093149256,15.2391759690066,-15.281093149256,15.2391759690066,-31.0759689629013,24.0511087271861,-0.468244154272342,3.64863936994854,-26.3395043217786,21.8371955099476,-16.1371712209363,15.814977373657,-18.7161187521764,17.4934945388526,79019,"csci","Wet_BFL_Mag_10",6,"0.7"
"80","csci_Wet_BFL_Mag_50_6_0.7",-315.226940012493,60.0007380791202,-315.226940012493,60.0007380791202,-357.829189274223,114.912979153838,-156.711620263816,NA,-347.850161008808,99.3159098342071,-318.230729078508,63.0224365619296,-326.824800097104,72.2408826762052,143499,"csci","Wet_BFL_Mag_50",6,"0.7"
"81","csci_Q99_6_0.7",-4059.37170521222,NA,-4059.37170521222,NA,-37912.2225965164,NA,-114.409104023866,NA,-34622.673806526,NA,-4771.21364284661,NA,-26826.4742214832,NA,33828,"csci","Q99",6,"0.7"
"82","csci_DS_Mag_50_6_0.5",-14.4595431525564,2.20006295248258,-14.4595431525564,2.20006295248258,-24.7312359893684,11.4497149702711,NA,NA,-22.4810744912398,9.27061789983846,-15.2859884697315,2.90599831855195,-17.5059972821724,4.81040601738023,14141,"csci","DS_Mag_50",6,"0.5"
"83","csci_FA_Mag_6_0.5",-83.3003720430594,21.5541666040938,-83.3003720430594,21.5541666040938,-161.010829886185,99.5369624858026,NA,NA,-144.934025857354,81.3692101252469,-90.1571081236028,27.7904533153769,-107.786040617292,44.1034422001544,11590,"csci","FA_Mag",6,"0.5"
"84","csci_Peak_10_6_0.5",-24.2500459210673,3847.35746480759,-24.2500459210673,3847.35746480759,-2604.41118294946,5510.41320146013,NA,NA,-1791.56952133176,5155.80175975923,-171.868808175009,3982.30706337178,-594.756206490195,4347.41975972416,17273,"csci","Peak_10",6,"0.5"
"85","csci_Peak_2_6_0.5",NA,NA,NA,NA,-3038.7150292438,1588.8032980871,NA,NA,-2483.97527514371,1152.34672537844,NA,NA,-1423.11700360344,208.684117611137,17980,"csci","Peak_2",6,"0.5"
"86","csci_Peak_5_6_0.5",NA,470.583761170097,NA,470.583761170097,-14131.1173775163,NA,NA,NA,-3024.1905589121,5451.5292012087,NA,46.8863230675362,-806.453477627764,3607.65745333449,18999,"csci","Peak_5",6,"0.5"
"87","csci_SP_Mag_6_0.5",NA,40.3895446382711,NA,40.3895446382711,-134.144198901535,311.078517138457,NA,NA,-99.3600661388902,277.101243188534,NA,21.8714446468322,-19.1816844923084,202.353010788478,14103,"csci","SP_Mag",6,"0.5"
"88","csci_Wet_BFL_Mag_10_6_0.5",-1.1343597326479,3.8650158356208,-1.1343597326479,3.8650158356208,-14.9035003496638,17.1675222973857,NA,NA,-12.3268824541175,14.6742314901862,-2.93796952860244,5.63507138678229,-6.29212556334919,8.88402215222236,79019,"csci","Wet_BFL_Mag_10",6,"0.5"
"89","csci_Wet_BFL_Mag_50_6_0.5",NA,NA,NA,NA,-326.150248342731,58.2158266004973,NA,NA,-59.2309506986026,48.4034128089303,NA,NA,-16.5804322256387,25.6712551385071,143499,"csci","Wet_BFL_Mag_50",6,"0.5"
"90","csci_Q99_6_0.5",NA,340.760709649675,NA,340.760709649675,-31364.3685629789,NA,NA,NA,-3310.41509351452,NA,NA,146.797507006957,-464.735255595645,NA,33828,"csci","Q99",6,"0.5"
"91","csci_DS_Mag_50_6_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14141,"csci","DS_Mag_50",6,"0.1"
"92","csci_FA_Mag_6_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11590,"csci","FA_Mag",6,"0.1"
"93","csci_Peak_10_6_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17273,"csci","Peak_10",6,"0.1"
"94","csci_Peak_2_6_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17980,"csci","Peak_2",6,"0.1"
"95","csci_Peak_5_6_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18999,"csci","Peak_5",6,"0.1"
"96","csci_SP_Mag_6_0.1",NA,NA,NA,NA,NA,1378.60644761965,NA,NA,NA,1461.65419696763,NA,NA,NA,1780.12147314051,14103,"csci","SP_Mag",6,"0.1"
"97","csci_Wet_BFL_Mag_10_6_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79019,"csci","Wet_BFL_Mag_10",6,"0.1"
"98","csci_Wet_BFL_Mag_50_6_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143499,"csci","Wet_BFL_Mag_50",6,"0.1"
"99","csci_Q99_6_0.1",NA,NA,NA,NA,-8855.66065103552,1183.33838540732,NA,NA,NA,NA,NA,NA,NA,NA,33828,"csci","Q99",6,"0.1"
"100","csci_DS_Mag_50_6_0.3",NA,NA,NA,NA,-17.1859720938305,4.56446553405727,NA,NA,-14.025866601954,1.83037711608407,NA,NA,NA,NA,14141,"csci","DS_Mag_50",6,"0.3"
"101","csci_FA_Mag_6_0.3",NA,NA,NA,NA,-121.696237300807,39.7939385319801,NA,NA,-99.1119021041179,19.7348907992413,NA,NA,NA,NA,11590,"csci","FA_Mag",6,"0.3"
"102","csci_Peak_10_6_0.3",NA,NA,NA,NA,-349.539718816633,4334.39558527551,NA,NA,NA,140.943682424948,NA,NA,NA,NA,17273,"csci","Peak_10",6,"0.3"
"103","csci_Peak_2_6_0.3",NA,NA,NA,NA,-158.991906722263,NA,NA,NA,NA,NA,NA,NA,NA,NA,17980,"csci","Peak_2",6,"0.3"
"104","csci_Peak_5_6_0.3",NA,NA,NA,NA,NA,386.698428461513,NA,NA,NA,3583.30468296193,NA,NA,NA,NA,18999,"csci","Peak_5",6,"0.3"
"105","csci_SP_Mag_6_0.3",NA,1448.70057985301,NA,1448.70057985301,NA,3.51007985951666,NA,NA,NA,54.8020635638369,NA,1424.84348501248,NA,1363.54012910722,14103,"csci","SP_Mag",6,"0.3"
