"","metric","ThresholdNAT_Lower","ThresholdNAT_Upper","ThresholdNATMed_Lower","ThresholdNATMed_Upper","ThresholdNATLow_Lower","ThresholdNATLow_Upper","ThresholdNATHigh_Lower","ThresholdNATHigh_Upper","ThresholdHB_Lower","ThresholdHB_Upper","ThresholdSB0_Lower","ThresholdSB0_Upper","ThresholdSB2_Lower","ThresholdSB2_Upper","n","Index","Hydro_endpoint","SmoothingFunc","Quantile"
"106","csci_Wet_BFL_Mag_10_6_0.3",NA,NA,NA,NA,-5.53234092980589,7.74475491724586,NA,NA,NA,NA,NA,NA,NA,NA,79019,"csci","Wet_BFL_Mag_10",6,"0.3"
"107","csci_Wet_BFL_Mag_50_6_0.3",NA,NA,NA,NA,-8.00840191807958,20.274716971467,NA,NA,NA,NA,NA,NA,NA,NA,143499,"csci","Wet_BFL_Mag_50",6,"0.3"
"108","csci_Q99_6_0.3",NA,NA,NA,NA,-62.7935462242036,NA,NA,NA,-7307.33164760128,301.977191288897,NA,1242.64553388604,NA,988.947883921824,33828,"csci","Q99",6,"0.3"
"109","csci_DS_Mag_50_9_0.99",NA,49.749821385016,NA,49.749821385016,NA,73.2159437969201,NA,34.2264146965709,NA,66.5243969363065,NA,51.0041512147433,NA,54.8827706135072,14141,"csci","DS_Mag_50",9,"0.99"
"110","csci_FA_Mag_9_0.99",NA,259.049821804307,NA,259.049821804307,NA,426.128228972231,-173.541489839418,180.842794729353,NA,357.492039345266,NA,265.751149299239,NA,286.859346571669,11590,"csci","FA_Mag",9,"0.99"
"111","csci_Peak_10_9_0.99",-20675.6961109442,NA,-20675.6961109442,NA,NA,NA,-15639.1963531236,NA,-24362.5663114769,NA,-20999.7673360425,NA,-21947.4782715902,NA,17273,"csci","Peak_10",9,"0.99"
"112","csci_Peak_2_9_0.99",NA,NA,NA,NA,NA,NA,-3713.36034246747,NA,NA,NA,NA,NA,NA,NA,17980,"csci","Peak_2",9,"0.99"
"113","csci_Peak_5_9_0.99",-19287.1247343442,NA,-19287.1247343442,NA,-21006.154548205,NA,-2500.26841550327,NA,-20609.6166916845,NA,-19409.6394329444,NA,-19759.9345641752,NA,18999,"csci","Peak_5",9,"0.99"
"114","csci_SP_Mag_9_0.99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14103,"csci","SP_Mag",9,"0.99"
"115","csci_Wet_BFL_Mag_10_9_0.99",NA,52.3401864945993,NA,52.3401864945993,NA,67.0447403557864,-76.3286276089842,40.1042600173834,NA,63.391140085768,NA,53.2681182887426,NA,56.0431393722675,79019,"csci","Wet_BFL_Mag_10",9,"0.99"
"116","csci_Wet_BFL_Mag_50_9_0.99",NA,NA,NA,NA,NA,NA,-352.822681155419,NA,NA,NA,NA,NA,NA,NA,143499,"csci","Wet_BFL_Mag_50",9,"0.99"
"117","csci_Q99_9_0.99",-27921.6531075391,NA,-27921.6531075391,NA,-42053.3546489577,NA,-6645.74468277566,NA,-38819.3624843405,NA,-28971.132031751,NA,-31900.1338457834,NA,33828,"csci","Q99",9,"0.99"
"118","csci_DS_Mag_50_9_0.9",NA,14.7376116788101,NA,14.7376116788101,NA,49.2471933606022,NA,9.33820539537667,NA,46.9567047975363,NA,15.2087537473467,NA,16.7771806715682,14141,"csci","DS_Mag_50",9,"0.9"
"119","csci_FA_Mag_9_0.9",-97.2694417357191,176.527609845828,-97.2694417357191,176.527609845828,NA,281.361431599264,-52.1381835886084,94.4735082431033,NA,257.569911703547,-101.957723954495,184.311360025076,-119.807926971762,206.545067654887,11590,"csci","FA_Mag",9,"0.9"
"120","csci_Peak_10_9_0.9",-14700.3885231553,NA,-14700.3885231553,NA,-21732.1407246297,NA,-2133.99732623163,7137.14716937399,-20716.050564864,NA,-15426.7019151019,NA,-17681.2895611514,NA,17273,"csci","Peak_10",9,"0.9"
"121","csci_Peak_2_9_0.9",-2746.51957123504,NA,-2746.51957123504,NA,NA,NA,-1635.46438957033,1742.84420629285,-4510.13617958206,NA,-2841.4742855804,NA,-3154.03533910248,NA,17980,"csci","Peak_2",9,"0.9"
"122","csci_Peak_5_9_0.9",-9198.7485581555,NA,-9198.7485581555,NA,-20367.1607269146,NA,-1413.64696401489,5300.83424617973,-19921.5956380526,NA,-9493.09289505348,NA,-18859.4979129976,NA,18999,"csci","Peak_5",9,"0.9"
"123","csci_SP_Mag_9_0.9",-336.742587059023,1422.36645789286,-336.742587059023,1422.36645789286,-1050.76800847967,NA,-136.236849097175,381.815768380447,-1002.49563870164,NA,-370.397665497545,NA,-877.934917044524,NA,14103,"csci","SP_Mag",9,"0.9"
"124","csci_Wet_BFL_Mag_10_9_0.9",-79.8437281655987,27.4531484890583,-79.8437281655987,27.4531484890583,NA,45.9975820535057,-36.2852291965077,16.697367359751,NA,40.6890555039066,-80.937674314855,28.4163441379907,-84.0810469509856,31.4537807460372,79019,"csci","Wet_BFL_Mag_10",9,"0.9"
"125","csci_Wet_BFL_Mag_50_9_0.9",NA,138.172762454776,NA,138.172762454776,NA,189.795460861602,-286.487887257312,87.2357407846424,NA,177.367094378595,NA,141.614996202653,NA,151.702356042342,143499,"csci","Wet_BFL_Mag_50",9,"0.9"
"126","csci_Q99_9_0.9",-4484.29793250981,NA,-4484.29793250981,NA,-6586.3631981803,NA,-870.824965033032,NA,-5811.89494765654,NA,-4570.89139008535,NA,-4849.20635714502,NA,33828,"csci","Q99",9,"0.9"
"127","csci_DS_Mag_50_9_0.7",-19.752611153892,9.56248643606003,-19.752611153892,9.56248643606003,NA,16.8655031675165,-8.87554034341852,2.61509347726835,NA,14.8287172518469,-20.8701023189042,10.009530194109,-24.8689551366185,11.3192619603262,14141,"csci","DS_Mag_50",9,"0.7"
"128","csci_FA_Mag_9_0.7",-49.1053778189149,63.4587778548084,-49.1053778189149,63.4587778548084,-90.5074494304644,255.76568068282,-12.0992090265407,26.6777443221231,-79.1072516933227,116.461719435293,-51.5524892672718,66.2498847270765,-58.8696886304865,75.2641220316393,11590,"csci","FA_Mag",9,"0.7"
"129","csci_Peak_10_9_0.7",-1641.52097958139,NA,-1641.52097958139,NA,-15538.4860277706,NA,-350.094060991039,2120.13224636106,-14182.6902642621,NA,-1744.48455889705,NA,-2082.94556503204,NA,17273,"csci","Peak_10",9,"0.7"
"130","csci_Peak_2_9_0.7",-2368.10463675866,292.009866062595,-2368.10463675866,292.009866062595,-2866.75375794815,2134.19854414454,-308.283396408825,32.1369203932145,-2728.34026213224,2087.03922158283,-2397.59255519058,312.276267592168,-2484.84575629233,379.909182759643,17980,"csci","Peak_2",9,"0.7"
"131","csci_Peak_5_9_0.7",-1714.91304181147,NA,-1714.91304181147,NA,-10236.1326525493,NA,-685.054909141909,758.894799148646,-9351.94155629733,NA,-1799.49611526712,NA,-2102.26787006721,NA,18999,"csci","Peak_5",9,"0.7"
"132","csci_SP_Mag_9_0.7",-40.7351749952935,233.918971352732,-40.7351749952935,233.918971352732,-119.135789525755,NA,NA,29.4994347499436,-98.5901172515898,341.221108052557,-45.5152274003198,240.229480758498,-59.7952692710803,260.404716608167,14103,"csci","SP_Mag",9,"0.7"
"133","csci_Wet_BFL_Mag_10_9_0.7",-13.266779463147,13.7571714379875,-13.266779463147,13.7571714379875,-83.9441879816926,23.8799252730909,-1.32785616142628,4.96979482563991,-24.2909609494972,20.5068035287857,-14.001627864245,14.2636920069745,-16.2553091110685,15.7973336051016,79019,"csci","Wet_BFL_Mag_10",9,"0.7"
"134","csci_Wet_BFL_Mag_50_9_0.7",-231.979317504496,39.5118476157578,-231.979317504496,39.5118476157578,-273.558711463274,178.994406345875,-0.0879498428365258,12.6199517801534,-261.499349686049,172.469376290887,-234.287369060144,41.7365448701887,-241.296506048838,50.7137104328875,143499,"csci","Wet_BFL_Mag_50",9,"0.7"
"135","csci_Q99_9_0.7",-850.32251930843,NA,-850.32251930843,NA,-4901.97521842632,NA,-250.284591784371,324.425393826377,-4598.42745922665,NA,-893.703532077433,NA,-1036.87781708013,NA,33828,"csci","Q99",9,"0.7"
"136","csci_DS_Mag_50_9_0.5",-9.04446353070397,2.32608597740346,-9.04446353070397,2.32608597740346,-23.3745975542327,11.0547065622547,NA,NA,-18.5438040565743,9.07640038603484,-9.80543121609032,2.95570170570861,-11.9829492403045,4.73843643643444,14141,"csci","DS_Mag_50",9,"0.5"
"137","csci_FA_Mag_9_0.5",-25.9874035171063,25.6022673984659,-25.9874035171063,25.6022673984659,-78.3348754080866,71.5260215129333,NA,NA,-65.9132869653436,59.4152657124204,-30.0306511920642,28.941027970626,-40.7815099357401,37.7932618879905,11590,"csci","FA_Mag",9,"0.5"
"138","csci_Peak_10_9_0.5",-166.005189746267,2493.05455837179,-166.005189746267,2493.05455837179,-1724.20363913723,7744.17320193158,NA,NA,-1336.00684938781,5452.15615587065,-286.158294738862,2707.35042447514,-600.282882109119,3325.45565876876,17273,"csci","Peak_10",9,"0.5"
"139","csci_Peak_2_9_0.5",-38.930145458566,1175.89617285765,-38.930145458566,1175.89617285765,-2501.78562868372,336.962681985293,NA,NA,-2382.03180357338,249.478968927916,-263.954489115782,1.43842064841136,-373.590244183797,83.3504759917717,17980,"csci","Peak_2",9,"0.5"
"140","csci_Peak_5_9_0.5",-388.24472015243,156.408594207748,-388.24472015243,156.408594207748,-1925.93341825459,NA,NA,NA,-1565.9786080541,NA,-572.841043941071,376.603910708417,-912.936234388967,870.708124448834,18999,"csci","Peak_5",9,"0.5"
"141","csci_SP_Mag_9_0.5",NA,23.2034598561005,NA,23.2034598561005,-63.8937453789773,254.157289285313,NA,NA,-43.9937479786825,227.004474082631,NA,16.3826816942653,-1.91712872249197,178.010966261553,14103,"csci","SP_Mag",9,"0.5"
"142","csci_Wet_BFL_Mag_10_9_0.5",-1.23353630990595,4.73657124534854,-1.23353630990595,4.73657124534854,-13.1749398495505,15.2513631706861,NA,NA,-10.654519214132,13.0015436736726,-2.47677915009993,5.87813935000098,-5.19583376707606,8.28837523178774,79019,"csci","Wet_BFL_Mag_10",9,"0.5"
"143","csci_Wet_BFL_Mag_50_9_0.5",-1.35461185077327,7.18178783382431,-1.35461185077327,7.18178783382431,-45.0193345951471,37.0925630474906,-124.913676109283,NA,-30.4756397529189,29.8182243633993,-5.41522311421659,10.7947555579821,-13.1449855967138,17.1550199424502,143499,"csci","Wet_BFL_Mag_50",9,"0.5"
"144","csci_Q99_9_0.5",-14399.3773297168,NA,-14399.3773297168,NA,-886.925661272037,1220.09849445882,-16694.5813374048,NA,-725.371350397145,971.75211240465,-181.912156520789,174.932149406959,-385.212193238877,438.294434500542,33828,"csci","Q99",9,"0.5"
"145","csci_DS_Mag_50_9_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14141,"csci","DS_Mag_50",9,"0.1"
"146","csci_FA_Mag_9_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11590,"csci","FA_Mag",9,"0.1"
"147","csci_Peak_10_9_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17273,"csci","Peak_10",9,"0.1"
"148","csci_Peak_2_9_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17980,"csci","Peak_2",9,"0.1"
"149","csci_Peak_5_9_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18999,"csci","Peak_5",9,"0.1"
"150","csci_SP_Mag_9_0.1",NA,NA,NA,NA,NA,2025.26358945304,NA,NA,NA,2097.58376759995,NA,2287.07922649386,NA,2236.0897914955,14103,"csci","SP_Mag",9,"0.1"
"151","csci_Wet_BFL_Mag_10_9_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79019,"csci","Wet_BFL_Mag_10",9,"0.1"
"152","csci_Wet_BFL_Mag_50_9_0.1",NA,NA,NA,NA,-133.635082015836,NA,NA,NA,-146.131596574671,NA,NA,NA,NA,NA,143499,"csci","Wet_BFL_Mag_50",9,"0.1"
"153","csci_Q99_9_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33828,"csci","Q99",9,"0.1"
"154","csci_DS_Mag_50_9_0.3",NA,NA,NA,NA,-12.5960067014399,4.17835835491384,NA,NA,-9.41833977961717,1.75529153421257,NA,NA,NA,NA,14141,"csci","DS_Mag_50",9,"0.3"
"155","csci_FA_Mag_9_0.3",NA,NA,NA,NA,-60.8719637065858,34.2199278275438,NA,NA,-43.8208179672809,22.2616266913864,NA,NA,NA,NA,11590,"csci","FA_Mag",9,"0.3"
"156","csci_Peak_10_9_0.3",NA,NA,NA,NA,-407.852270552511,3878.47048889267,NA,NA,-8035.03801056182,41.2113771798777,NA,NA,NA,NA,17273,"csci","Peak_10",9,"0.3"
"157","csci_Peak_2_9_0.3",NA,NA,NA,NA,-214.97539280357,NA,NA,NA,NA,NA,NA,NA,NA,NA,17980,"csci","Peak_2",9,"0.3"
"158","csci_Peak_5_9_0.3",-5194.43634555999,NA,-5194.43634555999,NA,-650.62773072592,559.297883629179,NA,NA,-4073.86936291432,NA,-4958.81195854993,NA,-4623.92410060301,NA,18999,"csci","Peak_5",9,"0.3"
"159","csci_SP_Mag_9_0.3",NA,2259.56502040805,NA,2259.56502040805,-1.07507531273987,171.911857218995,NA,NA,NA,24.7985709791861,NA,2240.00991220237,NA,2180.9912604065,14103,"csci","SP_Mag",9,"0.3"
"160","csci_Wet_BFL_Mag_10_9_0.3",NA,NA,NA,NA,-4.06290754863448,7.60415777758969,NA,NA,NA,0.45911863405026,NA,NA,NA,NA,79019,"csci","Wet_BFL_Mag_10",9,"0.3"
"161","csci_Wet_BFL_Mag_50_9_0.3",-121.346870827354,NA,-121.346870827354,NA,-12.0448716064203,12.1736636157327,NA,NA,-104.314791745117,110.160216272114,-119.793609831503,NA,-115.344646869303,NA,143499,"csci","Wet_BFL_Mag_50",9,"0.3"
"162","csci_Q99_9_0.3",-15500.8121371229,NA,-15500.8121371229,NA,-240.231404510291,324.179727154195,-18844.487470326,NA,-13542.507310352,NA,-15313.4475149519,NA,-14782.7219220448,NA,33828,"csci","Q99",9,"0.3"
"163","csci_DS_Mag_50_12_0.99",NA,46.5969832986611,NA,46.5969832986611,NA,53.246796033389,NA,15.773783431523,NA,51.3510900100609,NA,46.9726641201639,NA,48.107891781445,14141,"csci","DS_Mag_50",12,"0.99"
"164","csci_FA_Mag_12_0.99",NA,261.385413636053,NA,261.385413636053,NA,793.783563817866,-198.493143944677,185.042678233466,NA,357.347550728421,NA,267.821926812047,NA,288.081029104271,11590,"csci","FA_Mag",12,"0.99"
"165","csci_Peak_10_12_0.99",-20933.7301825734,NA,-20933.7301825734,NA,NA,NA,-15767.5094738254,NA,-24676.9021957765,NA,-21264.1138186369,NA,-22227.7088890863,NA,17273,"csci","Peak_10",12,"0.99"
"166","csci_Peak_2_12_0.99",NA,NA,NA,NA,NA,NA,-4142.11479517813,NA,NA,NA,NA,NA,NA,NA,17980,"csci","Peak_2",12,"0.99"
"167","csci_Peak_5_12_0.99",-19332.4269307095,NA,-19332.4269307095,NA,-21081.7255304231,NA,-17417.8101274298,NA,-20667.3345601911,NA,-19451.6425857636,NA,-19798.5696049828,NA,18999,"csci","Peak_5",12,"0.99"
"168","csci_SP_Mag_12_0.99",-1092.56791231053,NA,-1092.56791231053,NA,NA,NA,-731.772374752595,NA,NA,NA,-1111.44165884136,NA,NA,NA,14103,"csci","SP_Mag",12,"0.99"
"169","csci_Wet_BFL_Mag_10_12_0.99",NA,52.7600858026168,NA,52.7600858026168,NA,67.6685684171858,-76.933942524185,40.4452581618141,NA,63.9571062767422,NA,53.6980889960971,NA,56.5059404424263,79019,"csci","Wet_BFL_Mag_10",12,"0.99"
"170","csci_Wet_BFL_Mag_50_12_0.99",NA,196.471025779857,NA,196.471025779857,NA,NA,-351.70361229621,156.566517730631,NA,NA,NA,199.480121547553,NA,NA,143499,"csci","Wet_BFL_Mag_50",12,"0.99"
"171","csci_Q99_12_0.99",-28699.9009753816,NA,-28699.9009753816,NA,-42376.6814914096,NA,-6659.06251818344,NA,-39210.3904807419,NA,-29700.1741107403,NA,-32507.2409101164,NA,33828,"csci","Q99",12,"0.99"
"172","csci_DS_Mag_50_12_0.9",NA,14.8797562108436,NA,14.8797562108436,NA,48.4033956176799,NA,9.66053769044634,NA,45.6771262273798,NA,15.3027463762098,NA,16.6808599280546,14141,"csci","DS_Mag_50",12,"0.9"
"173","csci_FA_Mag_12_0.9",-222.279563265697,99.3324661350362,-222.279563265697,99.3324661350362,NA,295.028274385669,-39.1361893996038,65.4263837352512,NA,278.631538001536,NA,104.074256516055,NA,240.305752185266,11590,"csci","FA_Mag",12,"0.9"
"174","csci_Peak_10_12_0.9",-14627.4821688937,NA,-14627.4821688937,NA,-22148.827647964,NA,-1712.47241743579,7464.5604418659,-21229.39039856,NA,-15168.2142721358,NA,-17452.8668749256,NA,17273,"csci","Peak_10",12,"0.9"
"175","csci_Peak_2_12_0.9",-2002.63233066521,NA,-2002.63233066521,NA,-5065.24394924173,NA,-539.080448115914,176.215904849397,-4885.49998260395,NA,-2058.47776239437,NA,-4530.54571433995,NA,17980,"csci","Peak_2",12,"0.9"
"176","csci_Peak_5_12_0.9",-18144.6566149127,NA,-18144.6566149127,NA,-20202.5115450002,NA,-1406.40401633149,3125.78301532073,-19735.0766097295,NA,-18299.7576971107,NA,-18725.7488048512,NA,18999,"csci","Peak_5",12,"0.9"
"177","csci_SP_Mag_12_0.9",-362.752634074184,NA,-362.752634074184,NA,-1056.92331417465,NA,-149.187418664959,366.466204096339,-1008.75695282973,NA,-399.731937084999,NA,-884.726050439551,NA,14103,"csci","SP_Mag",12,"0.9"
"178","csci_Wet_BFL_Mag_10_12_0.9",-81.4264619605761,27.1405931747302,-81.4264619605761,27.1405931747302,NA,40.0971774884852,-73.6483394717906,14.8292716312349,-87.4111140876088,36.4951128205083,-81.9513600997644,28.0014386339992,-83.4881945845332,30.3879449687909,79019,"csci","Wet_BFL_Mag_10",12,"0.9"
"179","csci_Wet_BFL_Mag_50_12_0.9",NA,138.251953928159,NA,138.251953928159,NA,189.420872315441,-286.450653959764,87.8029442309974,NA,177.101616666594,NA,141.663084730253,NA,151.660751015697,143499,"csci","Wet_BFL_Mag_50",12,"0.9"
"180","csci_Q99_12_0.9",-4330.944768439,NA,-4330.944768439,NA,-5703.67620541886,NA,-867.411526337484,NA,-5275.88022491853,NA,-4397.75941761453,NA,-4608.58710667238,NA,33828,"csci","Q99",12,"0.9"
"181","csci_DS_Mag_50_12_0.7",-20.5762311243094,9.83787103101687,-20.5762311243094,9.83787103101687,NA,16.8373605844455,-8.53193861652046,2.56113918177457,NA,15.030280675349,-21.7691562702841,10.3130995773428,-25.5795982408222,11.6648668524916,14141,"csci","DS_Mag_50",12,"0.7"
"182","csci_FA_Mag_12_0.7",-52.2187305139431,61.044004290458,-52.2187305139431,61.044004290458,-172.628933326255,262.710304645308,-6.51754884439811,30.1008677525957,-125.202796269763,102.244582293813,-56.3107612335444,63.3231473513078,-69.8422019672709,70.614347685353,11590,"csci","FA_Mag",12,"0.7"
"183","csci_Peak_10_12_0.7",-1412.79620296149,NA,-1412.79620296149,NA,-15119.9460426757,NA,-392.254618307917,1350.74431680685,-14222.2047951857,NA,-1497.8798551759,NA,-1784.35627633458,NA,17273,"csci","Peak_10",12,"0.7"
"184","csci_Peak_2_12_0.7",-564.090425048137,170.418751038621,-564.090425048137,170.418751038621,-5566.40418769104,2194.04413686653,-296.429256994012,15.5061132393748,-2053.80893890027,368.043249214698,-1771.0443495181,182.426084925698,-1829.39864860862,220.347656963206,17980,"csci","Peak_2",12,"0.7"
"185","csci_Peak_5_12_0.7",-1626.54959829304,2897.03737802737,-1626.54959829304,2897.03737802737,-18848.6863080257,NA,-824.943764101198,559.929212055837,-18464.1299574539,NA,-1690.38532409678,3038.42671002565,-1908.25098521946,3692.48969130373,18999,"csci","Peak_5",12,"0.7"
"186","csci_SP_Mag_12_0.7",-45.7332373214515,238.101949727591,-45.7332373214515,238.101949727591,-126.79739602792,NA,NA,30.0600625025702,-105.900670279667,327.578010237271,-50.7758053603813,244.005508176454,-65.7641652184041,262.421256570932,14103,"csci","SP_Mag",12,"0.7"
"187","csci_Wet_BFL_Mag_10_12_0.7",-11.9076701932331,11.1672912096188,-11.9076701932331,11.1672912096188,-85.6662489354429,31.1369252398433,-1.0019911290737,1.37578264794497,-16.3787697645568,14.4211255328153,-12.2405361371432,11.3791837618513,-13.2479532423286,12.0399665934722,79019,"csci","Wet_BFL_Mag_10",12,"0.7"
"188","csci_Wet_BFL_Mag_50_12_0.7",-231.842559157518,35.4855522240317,-231.842559157518,35.4855522240317,-267.611457821835,178.498683577122,-92.0634869817147,1.04563601904146,-257.613866372617,171.783683295265,-233.88655900309,37.1196320254351,-240.076824559387,43.2889935772988,143499,"csci","Wet_BFL_Mag_50",12,"0.7"
"189","csci_Q99_12_0.7",-846.358294658137,NA,-846.358294658137,NA,-4846.83134585876,NA,-273.191402792043,269.420792092478,-4577.05780373377,NA,-894.486367026947,NA,-1063.51168344907,NA,33828,"csci","Q99",12,"0.7"
"190","csci_DS_Mag_50_12_0.5",-8.53387156243529,2.21329917937007,-8.53387156243529,2.21329917937007,-24.2165841936244,11.3924657236416,NA,NA,-19.1787633794934,9.30641584365066,-9.31341726460639,2.79308353466903,-11.6233475555878,4.52802623202515,14141,"csci","DS_Mag_50",12,"0.5"
"191","csci_FA_Mag_12_0.5",-20.2422016477684,27.6103135453766,-20.2422016477684,27.6103135453766,-93.7806061048514,69.1132540348852,NA,NA,-73.5081104133586,58.6428953214346,-24.9923819857887,30.8536632157428,-38.1908558356343,39.18921329599,11590,"csci","FA_Mag",12,"0.5"
"192","csci_Peak_10_12_0.5",-214.486534668782,1709.97725374239,-214.486534668782,1709.97725374239,-1534.93912615719,6908.42743721859,NA,NA,-1202.97928341176,5925.33123251001,-318.680184296502,1943.50426851685,-584.943395950166,2706.16746200287,17273,"csci","Peak_10",12,"0.5"
"193","csci_Peak_2_12_0.5",-13.1591240189313,944.595179818996,-13.1591240189313,944.595179818996,-1818.1336134461,184.534168388459,-3175.15893965701,NA,-469.619785907883,137.347708633031,-266.608043710215,2.64326662485856,-319.347787792221,43.5522691125376,17980,"csci","Peak_2",12,"0.5"
"194","csci_Peak_5_12_0.5",-718.938054548378,38.870865794501,-718.938054548378,38.870865794501,-1766.23377576475,3286.67254705492,-12057.4343669536,NA,-1516.79853321703,2681.96348984799,-821.408864207565,185.179861727154,-1047.95276102263,714.947457246486,18999,"csci","Peak_5",12,"0.5"
"195","csci_SP_Mag_12_0.5",NA,18.7358121499157,NA,18.7358121499157,-67.0959036153592,264.918766022676,NA,NA,-48.243177142095,236.994111243377,NA,11.5963193073637,-7.07078368418483,181.692091553648,14103,"csci","SP_Mag",12,"0.5"
