"","masterid","latitude","longitude","huc","county","smcshed","csci","sampledate","sampleyear","fieldreplicate","CSCI.Score","Modified.Class","Unhealthy Biology, Unlikely Stressed","Unhealthy Biology, Likely Stressed","Healthy Biology, Unlikely Stressed","Healthy Biology, Likely Stressed","Unhealthy Biology,  Very Likely Stressed","Healthy Biology,  Very Likely Stressed","Total Stressed FFM"
"296","402WE0803",34.42131,-119.3806,402,"Ventura","Ventura",0.92492256,2001-06-12,2001,1,1.01464196,"Natural",0,0,3,6,0,0,0
"297","403WE0891",34.65926,-119.14255,403,"Ventura","Santa Clara",1.02001192,2001-06-14,2001,1,1.07390852,"Natural",0,0,3,6,0,0,0
"298","907M23349",32.82495,-117.09258,907,"San Diego","Mission Bay and San Diego River",0.34551361,2018-05-29,2018,1,0.35105982,"Natural",1,7,0,0,1,0,8
"299","801WE1008",34.18128,-116.91197,801,"San Bernardino","Upper Santa Ana",0.96482749,2021-04-20,2021,1,0.96482749,"Natural",0,0,1,8,0,0,0
"300","801SAN068",34.2575,-117.64123,801,"San Bernardino","Middle Santa Ana",0.38346598,2008-06-10,2008,1,0.81384627,"Natural",0,0,2,7,0,0,0
"301","801STC071",33.75347,-117.67887,801,"Orange","Lower Santa Ana",0.3098771,2008-06-05,2008,1,0.67051649,"Natural",2,7,0,0,0,0,7
"302","905DGUT1x",33.17601,-116.85052,905,"San Diego","Central San Diego",1.1860869,2010-07-13,2010,1,1.20601175,"Natural",0,0,3,6,0,0,0
"303","801S19486",33.67625,-117.82699,801,"Orange","Lower Santa Ana",0.44006351,2022-05-09,2022,1,0.44006351,"Soft Bottom (2)",1,8,0,0,0,0,8
"304","403R4S117",34.58739,-118.45116,403,"Los Angeles","Santa Clara",0.67490588,2016-05-03,2016,1,0.67490588,"Natural",2,7,0,0,0,0,7
"305","403S06139",34.55464,-119.2405,403,"Ventura","Santa Clara",0.51029031,2012-06-27,2012,1,0.51029031,"Natural",3,6,0,0,0,0,6
"306","404R4S009",34.17601,-118.76169,404,"Ventura","Santa Monica Bay",0.57638369,2015-04-30,2015,1,0.57638369,"Natural",1,8,0,0,0,0,8
"307","408CAL013",34.27133,-118.74003,408,"Ventura","Calleguas",0.53895274,2001-10-30,2001,1,0.53895274,"Hard Bottom",0,9,0,0,0,0,9
"308","801EBC686",34.16918,-116.89195,801,"San Bernardino","Upper Santa Ana",1.13654577,2014-06-19,2014,2,1.1396928,"Natural",0,0,1,7,0,1,0
"309","911NCPCR2",32.86391,-116.50865,911,"San Diego","Southern San Diego",0.9044705,2010-06-14,2010,1,1.16223701,"Natural",0,0,3,6,0,0,0
"310","911NCPCR2",32.86391,-116.50865,911,"San Diego","Southern San Diego",1.02067937,2010-06-30,2010,1,1.16223701,"Natural",0,0,3,6,0,0,0
"311","911TJKTC5",32.75288,-116.45197,911,"San Diego","Southern San Diego",1.10395613,2008-05-07,2008,1,1.10395613,"Natural",0,0,3,6,0,0,0
"312","911TJKTC5",32.75288,-116.45197,911,"San Diego","Southern San Diego",1.07116226,2008-05-07,2008,2,1.10395613,"Natural",0,0,3,6,0,0,0
"313","SMC04524",34.24761,-118.03367,405,"Los Angeles","San Gabriel",1.217132,2017-06-15,2017,1,1.217132,"Natural",0,0,2,7,0,0,0
"314","403CE0156",34.37746,-119.05968,403,"Ventura","Santa Clara",1.0017414,2016-05-24,2016,1,1.0017414,"Natural",0,0,5,4,0,0,0
"315","403SPCNWS",34.5778,-119.2579,403,"Ventura","Santa Clara",1.10503938,2014-04-22,2014,1,1.10503938,"Natural",0,0,3,6,0,0,0
"316","412LAR013",34.29719,-118.24705,412,"Los Angeles","Los Angeles",0.6376696,2005-06-21,2005,1,0.6376696,"Natural",2,7,0,0,0,0,7
"317","801M15530",34.07865,-117.06717,801,"San Bernardino","Upper Santa Ana",0.75069022,2019-06-17,2019,1,0.75069022,"Natural",0,9,0,0,0,0,9
"318","902SSMR05",33.41434,-117.24151,902,"San Diego","Northern San Diego",0.87841844,2001-05-22,2001,1,0.87841844,"Natural",0,0,2,7,0,0,0
"319","901BCCSRT",33.56422,-117.56369,901,"Orange","San Juan",0.67092283,2001-05-16,2001,1,0.67092283,"Natural",4,5,0,0,0,0,5
"320","901NP9LCC",33.62752,-117.42857,901,"Riverside","San Juan",0.89145862,2017-05-10,2017,1,0.89145862,"Natural",0,0,3,6,0,0,0
"321","901SJMS1x",33.58122,-117.52458,901,"Orange","San Juan",0.69189259,2008-06-25,2008,1,1.06150813,"Natural",0,0,4,5,0,0,0
"322","903SLWVR1",33.29391,-117.08732,903,"San Diego","Northern San Diego",1.05026822,2007-06-04,2007,1,1.05026822,"Natural",0,0,2,7,0,0,0
"323","904CBESC5",33.08559,-117.15037,904,"San Diego","Central San Diego",0.59112151,2009-04-23,2009,1,0.59112151,"Natural",3,6,0,0,0,0,6
"324","907SDRS2x",32.77222,-117.14194,907,"San Diego","Mission Bay and San Diego River",0.59983268,1997-10-25,1997,1,0.76250787,"Soft Bottom (0)",2,7,0,0,0,0,7
"325","403STC024",34.45056,-119.05583,403,"Ventura","Santa Clara",0.95187615,2003-02-06,2003,1,0.95187615,"Natural",0,0,1,8,0,0,0
"326","403STC071",34.68278,-118.84361,403,"Ventura","Santa Clara",0.74658296,2003-02-07,2003,1,0.74658296,"Natural",3,6,0,0,0,0,6
"327","404S44642",34.16873,-118.70306,404,"Ventura","Santa Monica Bay",0.59724902,2013-06-04,2013,1,0.59724902,"Natural",3,6,0,0,0,0,6
"328","412BH1Axx",34.27392,-118.31529,412,"Los Angeles","Los Angeles",0.7117249,2010-06-15,2010,2,0.54226137,"Soft Bottom (0)",2,7,0,0,0,0,7
"329","412WE0563",34.34716,-118.04869,412,"Los Angeles","Los Angeles",1.15285363,2001-06-21,2001,1,1.15285363,"Natural",0,0,3,6,0,0,0
"330","801RB8601",34.02631,-117.58648,801,"San Bernardino","Middle Santa Ana",0.31952121,2009-06-24,2009,1,0.31952121,"Hard Bottom",1,7,0,0,1,0,8
"331","902SCDLRx",33.49219,-117.24642,902,"Riverside","Northern San Diego",1.08473722,2001-05-21,2001,1,1.08473722,"Natural",0,0,2,7,0,0,0
"332","905DGCC1x",33.157712,-116.840843,905,"San Diego","Central San Diego",1.12430938,2019-05-13,2019,1,1.12430938,"Natural",0,0,4,5,0,0,0
"333","907CONECR",32.89028,-116.76306,907,"San Diego","Mission Bay and San Diego River",0.90455643,2012-05-16,2012,1,0.92186874,"Natural",0,0,4,5,0,0,0
"334","402WE0803",34.42131,-119.3806,402,"Ventura","Ventura",0.92938347,2001-06-12,2001,1,1.01464196,"Natural",0,0,3,6,0,0,0
"335","402WER001",34.50528,-119.27806,402,"Ventura","Ventura",1.08911356,2003-06-04,2003,1,1.08911356,"Natural",0,0,2,7,0,0,0
"336","403WE0891",34.65926,-119.14255,403,"Ventura","Santa Clara",1.00775159,2001-06-14,2001,1,1.07390852,"Natural",0,0,3,6,0,0,0
"337","801EBC126",34.17413,-116.89426,801,"San Bernardino","Upper Santa Ana",0.29424113,2008-06-23,2008,1,0.51904241,"Natural",0,8,0,0,1,0,9
"338","901SJMS1x",33.58122,-117.52458,901,"Orange","San Juan",0.96602301,2008-05-13,2008,1,1.06150813,"Natural",0,0,4,5,0,0,0
"339","901TCSMP1",33.63582,-117.61739,901,"Orange","San Juan",0.72845641,2010-05-25,2010,1,0.72845641,"Natural",4,5,0,0,0,0,5
"340","905DGUT1x",33.17601,-116.85052,905,"San Diego","Central San Diego",1.20601175,2010-05-13,2010,1,1.20601175,"Natural",0,0,3,6,0,0,0
"341","911NP9UCW",32.81829,-116.49235,911,"San Diego","Southern San Diego",0.89686478,2017-05-02,2017,1,0.89686478,"Natural",0,0,2,7,0,0,0
"342","403S05291",34.56397,-119.26305,403,"Ventura","Santa Clara",1.12972371,2010-06-07,2010,1,1.12972371,"Natural",0,0,3,6,0,0,0
"343","403STC090",34.37889,-119.0625,403,"Ventura","Santa Clara",0.92532684,2003-02-06,2003,1,0.92532684,"Soft Bottom (2)",0,0,4,5,0,0,0
"344","412LAR004",34.26825,-118.60806,412,"Los Angeles","Los Angeles",0.34315656,2005-04-25,2005,1,0.34315656,"Hard Bottom",1,8,0,0,0,0,8
"345","412WE0563",34.34716,-118.04869,412,"Los Angeles","Los Angeles",1.14365091,2001-06-21,2001,1,1.15285363,"Natural",0,0,3,6,0,0,0
"346","801RB8494",33.96292,-117.47379,801,"Riverside","Middle Santa Ana",0.76319486,2017-06-19,2017,1,0.76319486,"Natural",1,6,0,0,2,0,8
"347","403STC009",34.53833,-118.75889,403,"Los Angeles","Santa Clara",1.02928517,2003-02-05,2003,1,1.02928517,"Natural",0,0,1,8,0,0,0
"348","403WE0891",34.65926,-119.14255,403,"Ventura","Santa Clara",1.07390852,2001-06-14,2001,1,1.07390852,"Natural",0,0,3,6,0,0,0
"349","801M15547",34.23493,-116.95849,801,"San Bernardino","Upper Santa Ana",0.61889923,2019-06-12,2019,1,0.61889923,"Natural",1,8,0,0,0,0,8
"350","802HYC496",33.68738,-116.68416,802,"Riverside","San Jacinto",0.44166343,2008-07-01,2008,2,0.86759659,"Natural",0,0,4,5,0,0,0
"351","901SJMS1x",33.58122,-117.52458,901,"Orange","San Juan",1.06150813,2008-04-23,2008,1,1.06150813,"Natural",0,0,4,5,0,0,0
"352","901SJMS1x",33.58122,-117.52458,901,"Orange","San Juan",0.53513378,2008-07-03,2008,1,1.06150813,"Natural",0,0,4,5,0,0,0
"353","901SJSMT2",33.5497,-117.39619,901,"Riverside","San Juan",0.94873387,2008-05-05,2008,1,0.94873387,"Natural",0,0,5,4,0,0,0
"354","901SMCSMR",33.42339,-117.53136,901,"San Diego","San Juan",0.81984942,2001-05-18,2001,1,0.81984942,"Natural",0,0,3,6,0,0,0
"355","901TCSMP1",33.63582,-117.61739,901,"Orange","San Juan",0.71181672,2010-04-05,2010,1,0.72845641,"Natural",4,5,0,0,0,0,5
"356","904AHC004",33.14909,-117.29754,904,"San Diego","Central San Diego",0.61083141,2010-06-09,2010,1,0.61083141,"Soft Bottom (0)",3,6,0,0,0,0,6
"357","907SDSVC3",32.99637,-116.8441,907,"San Diego","Mission Bay and San Diego River",0.68156257,2009-04-21,2009,1,0.68156257,"Natural",3,6,0,0,0,0,6
"358","SMC01372",34.43437,-118.61386,403,"Los Angeles","Santa Clara",0.71244617,2010-07-13,2010,1,0.71244617,"Natural",0,9,0,0,0,0,9
"359","403STC025",34.66528,-119.05111,403,"Ventura","Santa Clara",1.04789264,2003-06-04,2003,1,1.04789264,"Natural",0,0,1,8,0,0,0
"360","403STC064",34.55806,-119.10361,403,"Ventura","Santa Clara",0.64641286,2016-05-18,2016,1,0.64641286,"Natural",2,7,0,0,0,0,7
"361","801BRC184",34.16546,-117.01553,801,"San Bernardino","Upper Santa Ana",1.05245185,2014-06-30,2014,2,1.04188077,"Natural",0,0,2,7,0,0,0
"362","801STC149",33.76593,-117.67927,801,"Orange","Lower Santa Ana",0.30494655,2008-07-08,2008,1,0.92506659,"Natural",0,0,1,8,0,0,0
"363","802INC172",33.78651,-116.8323,802,"Riverside","San Jacinto",0.63126862,2006-06-16,2006,1,0.63126862,"Natural",3,6,0,0,0,0,6
"364","903GIR2xx",33.33521,-117.18882,903,"San Diego","Northern San Diego",0.69139396,2004-07-15,2004,1,0.69139396,"Natural",4,5,0,0,0,0,5
"365","905SDYSA7",33.08603,-116.91668,905,"San Diego","Central San Diego",0.87343112,2008-05-06,2008,1,0.87343112,"Natural",0,0,2,7,0,0,0
"366","911NCPCR2",32.86391,-116.50865,911,"San Diego","Southern San Diego",1.04146529,2010-09-14,2010,1,1.16223701,"Natural",0,0,3,6,0,0,0
"367","402WER001",34.50528,-119.27806,402,"Ventura","Ventura",1.01953254,2003-06-04,2003,1,1.08911356,"Natural",0,0,2,7,0,0,0
"368","403STC016",34.23556,-119.24083,403,"Ventura","Santa Clara",0.74745256,2003-02-05,2003,1,0.74745256,"Natural",0,9,0,0,0,0,9
"369","403WE0540",34.65136,-119.11845,403,"Ventura","Santa Clara",0.66138554,2017-07-18,2017,1,0.87474137,"Natural",0,0,3,6,0,0,0
"370","801STW208",34.0023,-117.16428,801,"Riverside","Upper Santa Ana",0.72202169,2007-06-17,2007,1,0.72202169,"Natural",2,7,0,0,0,0,7
"371","801XXX118",34.27906,-117.47566,801,"San Bernardino","Upper Santa Ana",0.56990106,2008-06-11,2008,1,0.73455533,"Natural",1,8,0,0,0,0,8
"372","901SJMS1x",33.58122,-117.52458,901,"Orange","San Juan",0.91590917,2008-06-02,2008,1,1.06150813,"Natural",0,0,4,5,0,0,0
"373","911NCPCR2",32.86391,-116.50865,911,"San Diego","Southern San Diego",0.87465661,2010-08-19,2010,1,1.16223701,"Natural",0,0,3,6,0,0,0
"374","905BCN1xx",33.10528,-116.89306,905,"San Diego","Central San Diego",0.70034994,2008-04-19,2008,1,0.70034994,"Natural",5,4,0,0,0,0,4
"375","905DGUT1x",33.17601,-116.85052,905,"San Diego","Central San Diego",1.19982779,2010-06-02,2010,1,1.20601175,"Natural",0,0,3,6,0,0,0
"376","911NCPCR2",32.86391,-116.50865,911,"San Diego","Southern San Diego",0.97330832,2010-07-20,2010,1,1.16223701,"Natural",0,0,3,6,0,0,0
"377","402SNPMCR",34.50509,-119.37741,402,"Ventura","Ventura",0.61597328,2018-05-08,2018,1,0.61597328,"Natural",2,7,0,0,0,0,7
"378","403STCEST",34.23557,-119.21674,403,"Ventura","Santa Clara",0.493873,2003-02-06,2003,1,0.493873,"Natural",0,9,0,0,0,0,9
"379","403WE0501",34.54172,-118.77286,403,"Ventura","Santa Clara",0.83301035,2013-05-14,2013,1,0.83301035,"Natural",0,0,4,5,0,0,0
"380","405BH2Axx",34.2429,-117.8732,405,"Los Angeles","San Gabriel",1.13695339,2010-06-16,2010,1,1.13695339,"Natural",0,0,2,7,0,0,0
"381","801MIC370",34.10015,-117.02393,801,"San Bernardino","Upper Santa Ana",0.80551446,2014-06-09,2014,1,0.80551446,"Natural",0,0,0,9,0,0,0
"382","802SJC453",33.73882,-116.82834,802,"Riverside","San Jacinto",0.69488479,2011-07-12,2011,1,0.69488479,"Natural",2,7,0,0,0,0,7
"383","901SJSJC9",33.48442,-117.67577,901,"Orange","San Juan",0.57116122,2008-05-05,2008,1,0.57116122,"Soft Bottom (2)",3,6,0,0,0,0,6
"384","903SLFRCx",33.3441,-116.88046,903,"San Diego","Northern San Diego",0.71294109,2017-05-03,2017,1,0.71294109,"Natural",2,7,0,0,0,0,7
"385","907SDRMTx",32.81858,-117.06531,907,"San Diego","Mission Bay and San Diego River",0.51352897,2005-07-02,2005,1,0.51352897,"Natural",3,6,0,0,0,0,6
"386","SGUT503",34.29216,-117.83856,405,"Los Angeles","San Gabriel",1.1433064,2016-07-11,2016,1,1.1433064,"Natural",0,0,1,8,0,0,0
"387","403STC070",34.56667,-119.26278,403,"Ventura","Santa Clara",1.13255208,2003-02-05,2003,1,1.13255208,"Natural",0,0,3,6,0,0,0
"388","801XXX112",34.26148,-117.46974,801,"San Bernardino","Upper Santa Ana",1.02797662,2012-06-28,2012,1,1.02797662,"Natural",0,0,1,8,0,0,0
"389","SMC00873",33.59849,-117.62668,901,"Orange","San Juan",0.64896418,2020-05-21,2020,1,0.64896418,"Natural",3,6,0,0,0,0,6
"390","901BCCBCT",33.56903,-117.56508,901,"Orange","San Juan",0.67381495,2001-05-16,2001,1,0.67381495,"Natural",4,5,0,0,0,0,5
"391","907CONECR",32.89028,-116.76306,907,"San Diego","Mission Bay and San Diego River",0.92186874,2012-05-31,2012,1,0.92186874,"Natural",0,0,4,5,0,0,0
"392","907M23349",32.82495,-117.09258,907,"San Diego","Mission Bay and San Diego River",0.35105982,2018-05-09,2018,1,0.35105982,"Natural",1,7,0,0,1,0,8
"393","901M14145",33.48818,-117.66682,901,"Orange","San Juan",0.73025854,2019-06-27,2019,2,0.59089766,"Soft Bottom (2)",3,6,0,0,0,0,6
"394","901M14145",33.48818,-117.66682,901,"Orange","San Juan",0.59089766,2019-06-27,2019,1,0.59089766,"Soft Bottom (2)",3,6,0,0,0,0,6
"395","902S00565",33.41031,-117.23903,902,"San Diego","Northern San Diego",0.98664588,2021-06-22,2021,1,0.98664588,"Natural",0,0,2,7,0,0,0
"396","901S00531",33.55975,-117.772,901,"Orange","San Juan",0.41662551,2022-04-19,2022,1,0.41662551,"Hard Bottom",1,8,0,0,0,0,8
"397","901M14145",33.48818,-117.66682,901,"Orange","San Juan",0.58774662,2019-06-17,2019,1,0.59089766,"Soft Bottom (2)",3,6,0,0,0,0,6
"398","902S01097",33.48724,-117.25537,902,"Riverside","Northern San Diego",1.01277203,2020-05-29,2020,1,1.01277203,"Natural",0,0,3,6,0,0,0
"399","907S01418",32.99254,-116.71771,907,"San Diego","Mission Bay and San Diego River",1.04368813,2021-05-27,2021,1,1.04368813,"Natural",0,0,3,6,0,0,0
"400","904S01814",33.02298,-117.2254,904,"San Diego","Central San Diego",0.46644413,2010-06-09,2010,1,0.46644413,"Natural",2,7,0,0,0,0,7
"401","907S11430",32.84837,-116.86004,907,"San Diego","Mission Bay and San Diego River",0.86676941,2012-07-12,2012,1,0.86676941,"Soft Bottom (2)",0,0,6,3,0,0,0
"402","909S14218",32.82998,-116.73603,909,"San Diego","Southern San Diego",0.9963932,2012-07-11,2012,1,0.9963932,"Natural",0,0,5,4,0,0,0
"403","801CBN012",33.91909,-117.82201,801,"Orange","Lower Santa Ana",0.5968458,2006-05-31,2006,1,0.72571,"Natural",2,7,0,0,0,0,7
"404","403S00064",34.64435,-118.51371,403,"Los Angeles","Santa Clara",0.76875115,2022-05-19,2022,1,0.76875115,"Natural",2,7,0,0,0,0,7
"405","904CBSAM5",33.09086,-117.2447,904,"San Diego","Central San Diego",0.83296807,2010-05-19,2010,1,0.83296807,"Natural",0,0,5,4,0,0,0
"406","901M14145",33.48818,-117.66682,901,"Orange","San Juan",0.74113117,2019-06-17,2019,2,0.59089766,"Soft Bottom (2)",3,6,0,0,0,0,6
"407","801RB8601",34.02789,-117.58527,801,"San Bernardino","Middle Santa Ana",0.20031184,2009-06-24,2009,1,0.31952121,"Hard Bottom",1,7,0,0,1,0,8
"408","SMC01567",34.5096,-119.3837,402,"Ventura","Ventura",0.71011193,2017-05-24,2017,1,0.71011193,"Natural",2,7,0,0,0,0,7
"409","SMC00899",33.71747,-117.7888,801,"Orange","Lower Santa Ana",0.32947312,2023-05-24,2023,1,0.32947312,"Hard Bottom",0,9,0,0,0,0,9
"410","SMC04054",32.83697,-117.01874,907,"San Diego","Mission Bay and San Diego River",0.75051437,2023-05-19,2023,1,0.75051437,"Natural",3,6,0,0,0,0,6
"411","909WE1014",32.83213,-116.7265,909,"San Diego","Southern San Diego",0.81704304,2023-05-16,2023,1,0.81704304,"Natural",0,0,5,4,0,0,0
"412","SMC00473",33.03916,-117.15802,905,"San Diego","Central San Diego",0.75403356,2023-05-30,2023,2,0.64477744,"Natural",3,6,0,0,0,0,6
"413","SMC00473",33.03916,-117.15802,905,"San Diego","Central San Diego",0.64477744,2023-05-30,2023,1,0.64477744,"Natural",3,6,0,0,0,0,6
"414","911M24982",32.68804,-116.67813,911,"San Diego","Southern San Diego",1.18201417,2022-04-11,2022,1,1.18201417,"Natural",0,0,4,5,0,0,0
"415","906M23430",32.82897,-117.23075,906,"San Diego","Mission Bay and San Diego River",0.76928782,2022-04-20,2022,1,0.76928782,"Natural",1,8,0,0,0,0,8
"416","901M14169",33.57631,-117.74769,901,"Orange","San Juan",0.65997475,2022-05-19,2022,1,0.65997475,"Natural",2,7,0,0,0,0,7
"417","901M14155",33.62138,-117.60683,901,"Orange","San Juan",0.66744307,2021-04-27,2021,2,0.6887478,"Natural",3,6,0,0,0,0,6
"418","901M14155",33.62138,-117.60683,901,"Orange","San Juan",0.6887478,2021-04-27,2021,1,0.6887478,"Natural",3,6,0,0,0,0,6
"419","901M14153",33.48072,-117.67784,901,"Orange","San Juan",0.68654693,2020-06-02,2020,1,0.68654693,"Soft Bottom (2)",3,6,0,0,0,0,6
"420","412M08662",34.06891,-118.05717,412,"Los Angeles","Los Angeles",0.3591639,2021-05-26,2021,1,0.3591639,"Hard Bottom",2,6,0,0,1,0,7
"421","412M08659",33.93942,-118.17479,412,"Los Angeles","Los Angeles",0.59525555,2020-07-20,2020,1,0.59525555,"Hard Bottom",0,8,0,0,1,0,9
"422","403WE0795",34.6408,-119.08094,403,"Ventura","Santa Clara",0.83922816,2022-05-19,2022,1,0.83922816,"Natural",0,0,3,6,0,0,0
"423","403WE0795",34.6408,-119.08094,403,"Ventura","Santa Clara",0.85348163,2022-05-19,2022,2,0.83922816,"Natural",0,0,3,6,0,0,0
"424","SMC02127",34.42318,-119.26474,402,"Ventura","Ventura",0.57393154,2023-06-08,2023,1,0.57393154,"Natural",3,6,0,0,0,0,6
"425","403S00772",34.40976,-118.93221,403,"Ventura","Santa Clara",0.62934064,2023-05-31,2023,1,0.62934064,"Natural",2,7,0,0,0,0,7
"426","SMC00318",33.81287,-118.20558,412,"Los Angeles","Los Angeles",0.51236945,2022-06-21,2022,1,0.51236945,"Hard Bottom",0,5,0,0,4,0,9
"427","801M15406",34.09198,-117.60878,801,"San Bernardino","Middle Santa Ana",0.28899614,2017-05-31,2017,1,0.28899614,"Hard Bottom",1,8,0,0,0,0,8
"428","801M15389",33.98531,-117.66605,801,"San Bernardino","Middle Santa Ana",0.29291407,2017-05-31,2017,1,0.29291407,"Hard Bottom",1,6,0,0,2,0,8
"429","403WE0560",34.55841,-119.14079,403,"Ventura","Santa Clara",0.76885337,2022-05-02,2022,1,0.76885337,"Natural",2,7,0,0,0,0,7
"430","403WE0534",34.61359,-118.77983,403,"Los Angeles","Santa Clara",0.87905821,2019-06-24,2019,1,0.87905821,"Natural",0,0,1,8,0,0,0
"431","402WE0536",34.5196,-119.40537,402,"Ventura","Ventura",1.0194064,2021-05-19,2021,1,1.0194064,"Natural",0,0,2,7,0,0,0
"432","412WE0552",34.23908,-118.18059,412,"Los Angeles","Los Angeles",0.96372765,2022-07-11,2022,1,0.96372765,"Natural",0,0,4,5,0,0,0
"433","412PS0020",34.07077,-118.09545,412,"Los Angeles","Los Angeles",0.40638526,2022-06-01,2022,1,0.40638526,"Hard Bottom",0,6,0,0,3,0,9
"434","402PS0048",34.53077,-119.40085,402,"Ventura","Ventura",0.95346573,2021-05-19,2021,1,0.95346573,"Natural",0,0,2,7,0,0,0
"435","SMC06496",34.16554,-117.8911,405,"Los Angeles","San Gabriel",0.71117114,2022-07-14,2022,1,0.71117114,"Natural",1,8,0,0,0,0,8
"436","412M08599",34.10602,-118.24338,412,"Los Angeles","Los Angeles",0.61902263,2022-07-21,2022,1,0.61902263,"Soft Bottom (2)",0,9,0,0,0,0,9
"437","SMC04670",33.86506,-118.10456,405,"Los Angeles","San Gabriel",0.32621129,2022-07-28,2022,1,0.32621129,"Hard Bottom",0,7,0,0,2,0,9
"438","SMC03390",33.82267,-118.09186,405,"Los Angeles","San Gabriel",0.47718303,2022-07-28,2022,1,0.47718303,"Hard Bottom",0,7,0,0,2,0,9
"439","SMC00574",33.87972,-118.10851,405,"Los Angeles","San Gabriel",0.3463871,2022-07-21,2022,1,0.3463871,"Hard Bottom",0,7,0,0,2,0,9
"440","SGLT506",34.06173,-117.99129,405,"Los Angeles","San Gabriel",0.57418273,2022-06-20,2022,1,0.57418273,"Soft Bottom (2)",0,9,0,0,0,0,9
"441","405M10600",33.85293,-118.10127,405,"Los Angeles","San Gabriel",0.60341547,2022-05-04,2022,1,0.60341547,"Hard Bottom",0,7,0,0,2,0,9
"442","405M10600",33.85293,-118.10127,405,"Los Angeles","San Gabriel",0.44650009,2022-07-28,2022,1,0.60341547,"Hard Bottom",0,7,0,0,2,0,9
"443","901ATCDOS",33.4981,-117.66593,901,"Orange","San Juan",0.68779174,2019-06-03,2019,1,0.68779174,"Soft Bottom (2)",3,6,0,0,0,0,6
"444","SMC00957",33.96195,-117.37075,801,"Riverside","Middle Santa Ana",0.58205361,2022-05-24,2022,1,0.58205361,"Natural",2,7,0,0,0,0,7
"445","SMC18169",33.89175,-117.57191,801,"Riverside","Middle Santa Ana",0.70326565,2022-04-29,2022,1,0.70326565,"Soft Bottom (2)",0,9,0,0,0,0,9
