"","ChannelType","hydro.endpoints","Target","Categories","Tally","TotalSites","PercentSites","Flow.Metric.Name","Flow.Component"
"198","SB0 & SB2","Wet_BFL_Mag_10","INCImprovement","Over 50%",16,43,37.2093023255814,"Wet-season low baseflow","Wet-season baseflow"
"199","SB0 & SB2","Wet_BFL_Mag_10","BOImprovement","Over 50%",7,39,17.9487179487179,"Wet-season low baseflow","Wet-season baseflow"
"200","NAT & SB1","Wet_BFL_Mag_10","RefImprovement","10 - 50%",20,279,7.16845878136201,"Wet-season low baseflow","Wet-season baseflow"
"201","NAT & SB1","Wet_BFL_Mag_10","RefImprovement","Less than 10%",3,279,1.0752688172043,"Wet-season low baseflow","Wet-season baseflow"
"202","SB0 & SB2","Wet_BFL_Mag_10","RefImprovement","Non-flow related",25,43,58.1395348837209,"Wet-season low baseflow","Wet-season baseflow"
"203","SB0 & SB2","Wet_BFL_Mag_10","INCImprovement","Non-flow related",25,43,58.1395348837209,"Wet-season low baseflow","Wet-season baseflow"
"204","SB0 & SB2","Wet_BFL_Mag_10","BOImprovement","Non-flow related",25,39,64.1025641025641,"Wet-season low baseflow","Wet-season baseflow"
"205","HB","Wet_BFL_Mag_10","BOImprovement","Over 50%",1,40,2.5,"Wet-season low baseflow","Wet-season baseflow"
"206","SB0 & SB2","Wet_BFL_Mag_10","RefImprovement","Less than 10%",1,43,2.32558139534884,"Wet-season low baseflow","Wet-season baseflow"
"207","SB0 & SB2","Wet_BFL_Mag_10","BOImprovement","10 - 50%",5,39,12.8205128205128,"Wet-season low baseflow","Wet-season baseflow"
"208","SB0 & SB2","Wet_BFL_Mag_10","RefImprovement","10 - 50%",4,43,9.30232558139535,"Wet-season low baseflow","Wet-season baseflow"
"209","SB0 & SB2","Wet_BFL_Mag_10","RefImprovement","No Action",2,43,4.65116279069767,"Wet-season low baseflow","Wet-season baseflow"
"210","SB0 & SB2","Wet_BFL_Mag_10","INCImprovement","No Action",2,43,4.65116279069767,"Wet-season low baseflow","Wet-season baseflow"
"211","SB0 & SB2","Wet_BFL_Mag_10","BOImprovement","No Action",2,39,5.12820512820513,"Wet-season low baseflow","Wet-season baseflow"
"212","HB","Wet_BFL_Mag_10","INCImprovement","10 - 50%",1,74,1.35135135135135,"Wet-season low baseflow","Wet-season baseflow"
"213","HB","Wet_BFL_Mag_50","RefImprovement","Non-flow related",64,74,86.4864864864865,"Wet-season median baseflow","Wet-season baseflow"
"214","HB","Wet_BFL_Mag_50","INCImprovement","Non-flow related",64,74,86.4864864864865,"Wet-season median baseflow","Wet-season baseflow"
"215","HB","Wet_BFL_Mag_50","BOImprovement","Non-flow related",64,64,100,"Wet-season median baseflow","Wet-season baseflow"
"216","NAT & SB1","Wet_BFL_Mag_50","RefImprovement","No Action",145,279,51.9713261648746,"Wet-season median baseflow","Wet-season baseflow"
"217","NAT & SB1","Wet_BFL_Mag_50","INCImprovement","No Action",145,279,51.9713261648746,"Wet-season median baseflow","Wet-season baseflow"
"218","NAT & SB1","Wet_BFL_Mag_50","BOImprovement","No Action",145,263,55.1330798479088,"Wet-season median baseflow","Wet-season baseflow"
"219","NAT & SB1","Wet_BFL_Mag_50","RefImprovement","Non-flow related",118,279,42.2939068100358,"Wet-season median baseflow","Wet-season baseflow"
"220","NAT & SB1","Wet_BFL_Mag_50","INCImprovement","Non-flow related",118,279,42.2939068100358,"Wet-season median baseflow","Wet-season baseflow"
"221","NAT & SB1","Wet_BFL_Mag_50","BOImprovement","Non-flow related",118,263,44.8669201520913,"Wet-season median baseflow","Wet-season baseflow"
"222","NAT & SB1","Wet_BFL_Mag_50","RefImprovement","10 - 50%",10,279,3.584229390681,"Wet-season median baseflow","Wet-season baseflow"
"223","NAT & SB1","Wet_BFL_Mag_50","INCImprovement","10 - 50%",1,279,0.3584229390681,"Wet-season median baseflow","Wet-season baseflow"
"224","HB","Wet_BFL_Mag_50","RefImprovement","10 - 50%",6,74,8.10810810810811,"Wet-season median baseflow","Wet-season baseflow"
"225","HB","Wet_BFL_Mag_50","INCImprovement","Over 50%",8,74,10.8108108108108,"Wet-season median baseflow","Wet-season baseflow"
"226","SB0 & SB2","Wet_BFL_Mag_50","RefImprovement","10 - 50%",8,43,18.6046511627907,"Wet-season median baseflow","Wet-season baseflow"
"227","SB0 & SB2","Wet_BFL_Mag_50","INCImprovement","10 - 50%",6,43,13.953488372093,"Wet-season median baseflow","Wet-season baseflow"
"228","SB0 & SB2","Wet_BFL_Mag_50","BOImprovement","Less than 10%",6,42,14.2857142857143,"Wet-season median baseflow","Wet-season baseflow"
"229","NAT & SB1","Wet_BFL_Mag_50","INCImprovement","Over 50%",15,279,5.37634408602151,"Wet-season median baseflow","Wet-season baseflow"
"230","SB0 & SB2","Wet_BFL_Mag_50","RefImprovement","Non-flow related",32,43,74.4186046511628,"Wet-season median baseflow","Wet-season baseflow"
"231","SB0 & SB2","Wet_BFL_Mag_50","INCImprovement","Non-flow related",32,43,74.4186046511628,"Wet-season median baseflow","Wet-season baseflow"
"232","SB0 & SB2","Wet_BFL_Mag_50","BOImprovement","Non-flow related",32,42,76.1904761904762,"Wet-season median baseflow","Wet-season baseflow"
"233","HB","Wet_BFL_Mag_50","RefImprovement","Less than 10%",1,74,1.35135135135135,"Wet-season median baseflow","Wet-season baseflow"
"234","NAT & SB1","Wet_BFL_Mag_50","RefImprovement","Less than 10%",5,279,1.7921146953405,"Wet-season median baseflow","Wet-season baseflow"
"235","SB0 & SB2","Wet_BFL_Mag_50","INCImprovement","Over 50%",3,43,6.97674418604651,"Wet-season median baseflow","Wet-season baseflow"
"236","SB0 & SB2","Wet_BFL_Mag_50","BOImprovement","10 - 50%",2,42,4.76190476190476,"Wet-season median baseflow","Wet-season baseflow"
"237","SB0 & SB2","Wet_BFL_Mag_50","RefImprovement","Less than 10%",1,43,2.32558139534884,"Wet-season median baseflow","Wet-season baseflow"
"238","HB","Wet_BFL_Mag_50","RefImprovement","Over 50%",3,74,4.05405405405405,"Wet-season median baseflow","Wet-season baseflow"
"239","HB","Wet_BFL_Mag_50","INCImprovement","Less than 10%",2,74,2.7027027027027,"Wet-season median baseflow","Wet-season baseflow"
"240","SB0 & SB2","Wet_BFL_Mag_50","RefImprovement","No Action",2,43,4.65116279069767,"Wet-season median baseflow","Wet-season baseflow"
"241","SB0 & SB2","Wet_BFL_Mag_50","INCImprovement","No Action",2,43,4.65116279069767,"Wet-season median baseflow","Wet-season baseflow"
"242","SB0 & SB2","Wet_BFL_Mag_50","BOImprovement","No Action",2,42,4.76190476190476,"Wet-season median baseflow","Wet-season baseflow"
"243","NAT & SB1","Wet_BFL_Mag_50","RefImprovement","Over 50%",1,279,0.3584229390681,"Wet-season median baseflow","Wet-season baseflow"
"244","HB","Q99","RefImprovement","Non-flow related",65,74,87.8378378378378,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"245","HB","Q99","INCImprovement","Non-flow related",65,74,87.8378378378378,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"246","HB","Q99","BOImprovement","Non-flow related",65,67,97.0149253731343,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"247","NAT & SB1","Q99","RefImprovement","No Action",145,279,51.9713261648746,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"248","NAT & SB1","Q99","INCImprovement","No Action",145,279,51.9713261648746,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"249","NAT & SB1","Q99","BOImprovement","No Action",145,268,54.1044776119403,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"250","NAT & SB1","Q99","RefImprovement","Non-flow related",123,279,44.0860215053763,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"251","NAT & SB1","Q99","INCImprovement","Non-flow related",123,279,44.0860215053763,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"252","NAT & SB1","Q99","BOImprovement","Non-flow related",123,268,45.8955223880597,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"253","NAT & SB1","Q99","RefImprovement","Over 50%",1,279,0.3584229390681,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"254","NAT & SB1","Q99","INCImprovement","Less than 10%",11,279,3.9426523297491,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"255","SB0 & SB2","Q99","RefImprovement","Over 50%",6,43,13.953488372093,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"256","SB0 & SB2","Q99","INCImprovement","Less than 10%",12,43,27.906976744186,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"257","SB0 & SB2","Q99","BOImprovement","Over 50%",6,39,15.3846153846154,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"258","HB","Q99","RefImprovement","Over 50%",7,74,9.45945945945946,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"259","HB","Q99","INCImprovement","Less than 10%",9,74,12.1621621621622,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"260","HB","Q99","BOImprovement","Less than 10%",1,67,1.49253731343284,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"261","SB0 & SB2","Q99","RefImprovement","Non-flow related",29,43,67.4418604651163,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"262","SB0 & SB2","Q99","INCImprovement","Non-flow related",29,43,67.4418604651163,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"263","SB0 & SB2","Q99","BOImprovement","Non-flow related",29,39,74.3589743589744,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"264","HB","Q99","BOImprovement","Over 50%",1,67,1.49253731343284,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"265","NAT & SB1","Q99","RefImprovement","10 - 50%",10,279,3.584229390681,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"266","SB0 & SB2","Q99","RefImprovement","10 - 50%",6,43,13.953488372093,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"267","HB","Q99","RefImprovement","10 - 50%",1,74,1.35135135135135,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"268","SB0 & SB2","Q99","BOImprovement","10 - 50%",2,39,5.12820512820513,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"269","SB0 & SB2","Q99","RefImprovement","No Action",2,43,4.65116279069767,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"270","SB0 & SB2","Q99","INCImprovement","No Action",2,43,4.65116279069767,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"271","SB0 & SB2","Q99","BOImprovement","No Action",2,39,5.12820512820513,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"272","HB","Q99","RefImprovement","Less than 10%",1,74,1.35135135135135,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"273","All","DS_Mag_50","RefImprovement","Over 50%",39,396,9.84848484848485,"Dry-season median baseflow","Dry-season baseflow"
"274","All","DS_Mag_50","INCImprovement","Over 50%",68,396,17.1717171717172,"Dry-season median baseflow","Dry-season baseflow"
"275","All","DS_Mag_50","RefImprovement","No Action",147,396,37.1212121212121,"Dry-season median baseflow","Dry-season baseflow"
"276","All","DS_Mag_50","INCImprovement","No Action",147,396,37.1212121212121,"Dry-season median baseflow","Dry-season baseflow"
"277","All","DS_Mag_50","BOImprovement","No Action",147,346,42.485549132948,"Dry-season median baseflow","Dry-season baseflow"
"278","All","DS_Mag_50","RefImprovement","Non-flow related",175,396,44.1919191919192,"Dry-season median baseflow","Dry-season baseflow"
"279","All","DS_Mag_50","INCImprovement","Non-flow related",175,396,44.1919191919192,"Dry-season median baseflow","Dry-season baseflow"
"280","All","DS_Mag_50","BOImprovement","Non-flow related",175,346,50.5780346820809,"Dry-season median baseflow","Dry-season baseflow"
"281","All","DS_Mag_50","BOImprovement","10 - 50%",13,346,3.75722543352601,"Dry-season median baseflow","Dry-season baseflow"
"282","All","DS_Mag_50","RefImprovement","10 - 50%",28,396,7.07070707070707,"Dry-season median baseflow","Dry-season baseflow"
"283","All","DS_Mag_50","BOImprovement","Less than 10%",6,346,1.73410404624277,"Dry-season median baseflow","Dry-season baseflow"
"284","All","DS_Mag_50","RefImprovement","Less than 10%",7,396,1.76767676767677,"Dry-season median baseflow","Dry-season baseflow"
"285","All","DS_Mag_50","BOImprovement","Over 50%",5,346,1.44508670520231,"Dry-season median baseflow","Dry-season baseflow"
"286","All","DS_Mag_50","INCImprovement","10 - 50%",6,396,1.51515151515152,"Dry-season median baseflow","Dry-season baseflow"
"287","All","FA_Mag","RefImprovement","Over 50%",32,396,8.08080808080808,"Fall pulse magnitude","Fall pulse flow"
"288","All","FA_Mag","INCImprovement","Less than 10%",49,396,12.3737373737374,"Fall pulse magnitude","Fall pulse flow"
"289","All","FA_Mag","BOImprovement","10 - 50%",22,357,6.1624649859944,"Fall pulse magnitude","Fall pulse flow"
"290","All","FA_Mag","RefImprovement","No Action",147,396,37.1212121212121,"Fall pulse magnitude","Fall pulse flow"
"291","All","FA_Mag","INCImprovement","No Action",147,396,37.1212121212121,"Fall pulse magnitude","Fall pulse flow"
"292","All","FA_Mag","BOImprovement","No Action",147,357,41.1764705882353,"Fall pulse magnitude","Fall pulse flow"
"293","All","FA_Mag","RefImprovement","Less than 10%",9,396,2.27272727272727,"Fall pulse magnitude","Fall pulse flow"
"294","All","FA_Mag","RefImprovement","Non-flow related",175,396,44.1919191919192,"Fall pulse magnitude","Fall pulse flow"
"295","All","FA_Mag","INCImprovement","Non-flow related",175,396,44.1919191919192,"Fall pulse magnitude","Fall pulse flow"
"296","All","FA_Mag","BOImprovement","Non-flow related",175,357,49.0196078431373,"Fall pulse magnitude","Fall pulse flow"
"297","All","FA_Mag","INCImprovement","10 - 50%",23,396,5.80808080808081,"Fall pulse magnitude","Fall pulse flow"
"298","All","FA_Mag","BOImprovement","Over 50%",11,357,3.0812324929972,"Fall pulse magnitude","Fall pulse flow"
"299","All","FA_Mag","RefImprovement","10 - 50%",33,396,8.33333333333333,"Fall pulse magnitude","Fall pulse flow"
"300","All","FA_Mag","BOImprovement","Less than 10%",2,357,0.560224089635854,"Fall pulse magnitude","Fall pulse flow"
"301","All","FA_Mag","INCImprovement","Over 50%",2,396,0.505050505050505,"Fall pulse magnitude","Fall pulse flow"
"302","All","Peak_10","RefImprovement","10 - 50%",33,396,8.33333333333333,"10-year flood magnitude","Peak flow"
"303","All","Peak_10","INCImprovement","Less than 10%",68,396,17.1717171717172,"10-year flood magnitude","Peak flow"
"304","All","Peak_10","RefImprovement","No Action",147,396,37.1212121212121,"10-year flood magnitude","Peak flow"
"305","All","Peak_10","INCImprovement","No Action",147,396,37.1212121212121,"10-year flood magnitude","Peak flow"
"306","All","Peak_10","BOImprovement","No Action",147,337,43.620178041543,"10-year flood magnitude","Peak flow"
"307","All","Peak_10","RefImprovement","Non-flow related",181,396,45.7070707070707,"10-year flood magnitude","Peak flow"
"308","All","Peak_10","INCImprovement","Non-flow related",181,396,45.7070707070707,"10-year flood magnitude","Peak flow"
"309","All","Peak_10","BOImprovement","Non-flow related",181,337,53.7091988130564,"10-year flood magnitude","Peak flow"
"310","All","Peak_10","RefImprovement","Over 50%",31,396,7.82828282828283,"10-year flood magnitude","Peak flow"
"311","All","Peak_10","BOImprovement","10 - 50%",6,337,1.78041543026706,"10-year flood magnitude","Peak flow"
"312","All","Peak_10","BOImprovement","Less than 10%",1,337,0.29673590504451,"10-year flood magnitude","Peak flow"
"313","All","Peak_10","RefImprovement","Less than 10%",4,396,1.01010101010101,"10-year flood magnitude","Peak flow"
"314","All","Peak_10","BOImprovement","Over 50%",2,337,0.593471810089021,"10-year flood magnitude","Peak flow"
"315","All","Peak_2","RefImprovement","Non-flow related",202,396,51.010101010101,"2-year flood magnitude","Peak flow"
"316","All","Peak_2","INCImprovement","Non-flow related",202,396,51.010101010101,"2-year flood magnitude","Peak flow"
"317","All","Peak_2","BOImprovement","Non-flow related",202,359,56.2674094707521,"2-year flood magnitude","Peak flow"
"318","All","Peak_2","RefImprovement","No Action",147,396,37.1212121212121,"2-year flood magnitude","Peak flow"
"319","All","Peak_2","INCImprovement","No Action",147,396,37.1212121212121,"2-year flood magnitude","Peak flow"
"320","All","Peak_2","BOImprovement","No Action",147,359,40.9470752089136,"2-year flood magnitude","Peak flow"
"321","All","Peak_2","RefImprovement","10 - 50%",25,396,6.31313131313131,"2-year flood magnitude","Peak flow"
"322","All","Peak_2","INCImprovement","Less than 10%",47,396,11.8686868686869,"2-year flood magnitude","Peak flow"
"323","All","Peak_2","RefImprovement","Over 50%",17,396,4.29292929292929,"2-year flood magnitude","Peak flow"
"324","All","Peak_2","BOImprovement","Over 50%",7,359,1.94986072423398,"2-year flood magnitude","Peak flow"
"325","All","Peak_2","RefImprovement","Less than 10%",5,396,1.26262626262626,"2-year flood magnitude","Peak flow"
"326","All","Peak_2","BOImprovement","10 - 50%",3,359,0.835654596100279,"2-year flood magnitude","Peak flow"
"327","All","Peak_5","RefImprovement","10 - 50%",39,396,9.84848484848485,"5-year flood magnitude","Peak flow"
"328","All","Peak_5","INCImprovement","Less than 10%",58,396,14.6464646464646,"5-year flood magnitude","Peak flow"
"329","All","Peak_5","RefImprovement","No Action",147,396,37.1212121212121,"5-year flood magnitude","Peak flow"
"330","All","Peak_5","INCImprovement","No Action",147,396,37.1212121212121,"5-year flood magnitude","Peak flow"
"331","All","Peak_5","BOImprovement","No Action",147,350,42,"5-year flood magnitude","Peak flow"
"332","All","Peak_5","RefImprovement","Non-flow related",191,396,48.2323232323232,"5-year flood magnitude","Peak flow"
"333","All","Peak_5","INCImprovement","Non-flow related",191,396,48.2323232323232,"5-year flood magnitude","Peak flow"
"334","All","Peak_5","BOImprovement","Non-flow related",191,350,54.5714285714286,"5-year flood magnitude","Peak flow"
"335","All","Peak_5","RefImprovement","Over 50%",17,396,4.29292929292929,"5-year flood magnitude","Peak flow"
"336","All","Peak_5","BOImprovement","Over 50%",7,350,2,"5-year flood magnitude","Peak flow"
"337","All","Peak_5","RefImprovement","Less than 10%",2,396,0.505050505050505,"5-year flood magnitude","Peak flow"
"338","All","Peak_5","BOImprovement","Less than 10%",2,350,0.571428571428571,"5-year flood magnitude","Peak flow"
"339","All","Peak_5","BOImprovement","10 - 50%",3,350,0.857142857142857,"5-year flood magnitude","Peak flow"
"340","All","SP_Mag","RefImprovement","Non-flow related",238,396,60.1010101010101,"Spring recession magnitude","Spring recession flow"
"341","All","SP_Mag","INCImprovement","Non-flow related",238,396,60.1010101010101,"Spring recession magnitude","Spring recession flow"
"342","All","SP_Mag","BOImprovement","Non-flow related",238,386,61.6580310880829,"Spring recession magnitude","Spring recession flow"
"343","All","SP_Mag","RefImprovement","No Action",147,396,37.1212121212121,"Spring recession magnitude","Spring recession flow"
"344","All","SP_Mag","INCImprovement","No Action",147,396,37.1212121212121,"Spring recession magnitude","Spring recession flow"
"345","All","SP_Mag","BOImprovement","No Action",147,386,38.0829015544041,"Spring recession magnitude","Spring recession flow"
"346","All","SP_Mag","RefImprovement","10 - 50%",11,396,2.77777777777778,"Spring recession magnitude","Spring recession flow"
"347","All","SP_Mag","INCImprovement","Less than 10%",11,396,2.77777777777778,"Spring recession magnitude","Spring recession flow"
"348","All","SP_Mag","BOImprovement","10 - 50%",1,386,0.259067357512953,"Spring recession magnitude","Spring recession flow"
"349","All","Wet_BFL_Mag_10","RefImprovement","10 - 50%",44,396,11.1111111111111,"Wet-season low baseflow","Wet-season baseflow"
"350","All","Wet_BFL_Mag_10","INCImprovement","Over 50%",84,396,21.2121212121212,"Wet-season low baseflow","Wet-season baseflow"
"351","All","Wet_BFL_Mag_10","RefImprovement","No Action",147,396,37.1212121212121,"Wet-season low baseflow","Wet-season baseflow"
"352","All","Wet_BFL_Mag_10","INCImprovement","No Action",147,396,37.1212121212121,"Wet-season low baseflow","Wet-season baseflow"
"353","All","Wet_BFL_Mag_10","BOImprovement","No Action",147,324,45.3703703703704,"Wet-season low baseflow","Wet-season baseflow"
"354","All","Wet_BFL_Mag_10","RefImprovement","Non-flow related",164,396,41.4141414141414,"Wet-season low baseflow","Wet-season baseflow"
"355","All","Wet_BFL_Mag_10","INCImprovement","Non-flow related",164,396,41.4141414141414,"Wet-season low baseflow","Wet-season baseflow"
"356","All","Wet_BFL_Mag_10","BOImprovement","Non-flow related",164,324,50.6172839506173,"Wet-season low baseflow","Wet-season baseflow"
"357","All","Wet_BFL_Mag_10","RefImprovement","Over 50%",37,396,9.34343434343434,"Wet-season low baseflow","Wet-season baseflow"
"358","All","Wet_BFL_Mag_10","BOImprovement","Over 50%",8,324,2.46913580246914,"Wet-season low baseflow","Wet-season baseflow"
"359","All","Wet_BFL_Mag_10","RefImprovement","Less than 10%",4,396,1.01010101010101,"Wet-season low baseflow","Wet-season baseflow"
"360","All","Wet_BFL_Mag_10","BOImprovement","10 - 50%",5,324,1.54320987654321,"Wet-season low baseflow","Wet-season baseflow"
"361","All","Wet_BFL_Mag_10","INCImprovement","10 - 50%",1,396,0.252525252525253,"Wet-season low baseflow","Wet-season baseflow"
"362","All","Wet_BFL_Mag_50","RefImprovement","Non-flow related",214,396,54.040404040404,"Wet-season median baseflow","Wet-season baseflow"
"363","All","Wet_BFL_Mag_50","INCImprovement","Non-flow related",214,396,54.040404040404,"Wet-season median baseflow","Wet-season baseflow"
"364","All","Wet_BFL_Mag_50","BOImprovement","Non-flow related",214,369,57.9945799457995,"Wet-season median baseflow","Wet-season baseflow"
"365","All","Wet_BFL_Mag_50","RefImprovement","No Action",147,396,37.1212121212121,"Wet-season median baseflow","Wet-season baseflow"
"366","All","Wet_BFL_Mag_50","INCImprovement","No Action",147,396,37.1212121212121,"Wet-season median baseflow","Wet-season baseflow"
"367","All","Wet_BFL_Mag_50","BOImprovement","No Action",147,369,39.8373983739837,"Wet-season median baseflow","Wet-season baseflow"
"368","All","Wet_BFL_Mag_50","RefImprovement","10 - 50%",24,396,6.06060606060606,"Wet-season median baseflow","Wet-season baseflow"
"369","All","Wet_BFL_Mag_50","INCImprovement","10 - 50%",7,396,1.76767676767677,"Wet-season median baseflow","Wet-season baseflow"
"370","All","Wet_BFL_Mag_50","INCImprovement","Over 50%",26,396,6.56565656565657,"Wet-season median baseflow","Wet-season baseflow"
"371","All","Wet_BFL_Mag_50","BOImprovement","Less than 10%",6,369,1.6260162601626,"Wet-season median baseflow","Wet-season baseflow"
"372","All","Wet_BFL_Mag_50","RefImprovement","Less than 10%",7,396,1.76767676767677,"Wet-season median baseflow","Wet-season baseflow"
"373","All","Wet_BFL_Mag_50","BOImprovement","10 - 50%",2,369,0.5420054200542,"Wet-season median baseflow","Wet-season baseflow"
"374","All","Wet_BFL_Mag_50","RefImprovement","Over 50%",4,396,1.01010101010101,"Wet-season median baseflow","Wet-season baseflow"
"375","All","Wet_BFL_Mag_50","INCImprovement","Less than 10%",2,396,0.505050505050505,"Wet-season median baseflow","Wet-season baseflow"
"376","All","Q99","RefImprovement","Non-flow related",217,396,54.7979797979798,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"377","All","Q99","INCImprovement","Non-flow related",217,396,54.7979797979798,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"378","All","Q99","BOImprovement","Non-flow related",217,374,58.0213903743316,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"379","All","Q99","RefImprovement","No Action",147,396,37.1212121212121,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"380","All","Q99","INCImprovement","No Action",147,396,37.1212121212121,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"381","All","Q99","BOImprovement","No Action",147,374,39.3048128342246,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"382","All","Q99","RefImprovement","Over 50%",14,396,3.53535353535354,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"383","All","Q99","INCImprovement","Less than 10%",32,396,8.08080808080808,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"384","All","Q99","BOImprovement","Over 50%",7,374,1.8716577540107,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"385","All","Q99","BOImprovement","Less than 10%",1,374,0.267379679144385,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"386","All","Q99","RefImprovement","10 - 50%",17,396,4.29292929292929,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"387","All","Q99","BOImprovement","10 - 50%",2,374,0.53475935828877,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
"388","All","Q99","RefImprovement","Less than 10%",1,396,0.252525252525253,"Peak Flow Magnitude (Q99, cfs)","Peak Flow Magnitude"
